Date,Title,myFinbert
2018-05-03,top stock todaty adani power adani port lt finance matrimonycom pnb housing fin vedanta,2
2018-05-03,adani power q4 net loss narrow r 667 cr raise r 5k cr via sharebonds,1
2018-05-03,godrej patanjali among 4 fmcg giant ruchi soya,2
2018-05-03,adani port special economic zone q4 profit decline 19 940 cr,0
2018-05-04,adani port ’ fy2018 result line expectation moody ’ say,1
2018-05-05,kutch industry look private desalination plant,2
2018-05-07,patanjali make highest bid broke ruchi soya,1
2018-05-12,supreme court mull say homebuyers liquidation,2
2018-05-15,outdated software hit registration cng vehicle,0
2018-05-15,panel submit report july,2
2018-05-24,market capitalization 5 gujrat firm fall r 10000crore amid volatile market,0
2018-05-25,right direction cm feel well ldf,2
2018-05-25,market surge second day row sensex 34900mark,1
2018-05-30,hightension line spark safety worry grande,2
2018-05-31,massive fire gut adani group ’ edible oil warehouse modinagar,2
2018-05-31,adani group source granite port,2
2018-06-02,cng png cost adani gas hike price,2
2018-06-04,corporation go ahead lower rate,2
2018-06-07,adani coal handling unit scanner,2
2018-06-11,patanjali adani submit revised bid acquire ruchi soya,2
2018-06-12,adani group emerges highest bidder r 6000 crore offer ruchi soya,2
2018-06-13,advantage adani elbow ramdev ruchi soya bid round 1,2
2018-06-13,adani wilmar top bid ruchi soya,2
2018-06-14,‘ oommen chandy protected adani ’ interest ’,2
2018-06-14,regulatory body reserve order rinfraadani deal,2
2018-06-18,big indian deal fall short closure,0
2018-06-18,patanjali counter offer ruchi soya,2
2018-06-18,patanjali seek info adanis bid ruhi soya,2
2018-06-20,adani transmission acquires 100 equity ghatampur spv,2
2018-06-21,market open flat nifty close regaining 10800,1
2018-06-21,market open flat nifty close regaining 10800,1
2018-06-21,apl resume power supply gujarat discom,2
2018-06-23,hdil seek sell ghatkopar land right r 291cr face oppn,2
2018-06-30,swpl adani get pollution board nod coal handling mpt,2
2018-07-23,panel explores justifiable option stressed power project tata essar adani,2
2018-07-24,expect market today,2
2018-07-26,expect market today,2
2018-07-29,pm launch 81 investment project worth r 60k crore uttar pradesh,2
2018-07-30,rinfra close r 19k cr mumbai power biz sale adani next week,1
2018-08-01,sourcing granite adani group ignores local offer,2
2018-08-06,adani port q1 profit fall 9 r 697 cr,0
2018-08-07,adani power bleeding today ‘ outperform ’ future say expert,2
2018-08-07,adani transmission pat double r 169 cr q1,2
2018-08-12,adani get gas right 21 city bpcl bag 11,1
2018-08-23,adani foundation commits r 50 cr kerala flood relief,2
2018-08-23,adani foundation commits r 50 cr kerala flood relief,2
2018-08-24,ruchi soya 5 pc lender approve adani wilmars r 6000cr bid,1
2018-08-24,adani foundation pledge r 50 crore,2
2018-08-24,patanjali move nclt ruchi soya lender approving adani wilmar bid,2
2018-08-24,exdiplomats question india ’ stand foreign aid,2
2018-08-30,‘ rinfra debtfree next year ’,2
2018-08-30,adani wilmar use recyclable plastic 1 litre pouch fortune edible oil,2
2018-09-05,rafale ricochet adani ’ part ak rifle project govt tell russia,2
2018-09-09,cng png price hiked ahmedabad,1
2018-09-13,msedcl tata power tariff go best ’ drop,2
2018-09-17,adani ioc bpcl torrent big winner city gas licence,2
2018-09-18,govt favouring adani group alleges congress,2
2018-09-19,’ quash proceeding adani co clarifies govt,2
2018-09-20,adani get bombay high court relief coal import case,2
2018-09-27,adani group invest infrastructure u ’ khand,2
2018-10-11,gujarat seek sc stamp rescue plan tata adani essar power plant,2
2018-10-14,govt file police complaint adani ’ ‘ doctored ’ video,2
2018-10-14,govt file police complaint adani ’ ‘ doctored ’ video,2
2018-10-14,total talk buy stake adanis lng city gas project,2
2018-10-14,total talk buy stake adanis lng city gas project,2
2018-10-17,sensex jump 267 point tracking global cue strong earnings,1
2018-10-24,demand peak temp rise mumbra kamothe suffer massive power cut,1
2018-10-31,adani power net profit grows 22 pc r 387 cr julsep qtr,1
2018-11-03,adani transmission q2 net profit 43 r 95 crore,2
2018-11-03,power cost rise postsupreme court order compensatory tariff,1
2018-11-04,adani transmission buy kecs transmission firm r 227 crore,2
2018-11-19,jnpt vie adani jsw posco dighi port,1
2018-11-19,jnpt vie adani jsw posco dighi port,1
2018-11-19,r 3400cr invested odisha city gas distribution project,1
2018-11-20,piped gas bidding soon pollution solution sight,2
2018-11-22,biz tie india 4 sector say oz pm,1
2018-11-22,adani project progressing meet norm aussie government,2
2018-11-22,inflated power bill complaint pour,2
2018-11-27,coal scam sc asks sit file fresh status report probe former cbi director ranjit sinha,2
2018-11-28,sc lens coal block allocation adani jv,2
2018-11-29,adani press ahead controversial coal mine australia selffinancing,2
2018-11-30,woman protest ‘ inflated ’ power bill friday,2
2018-11-30,activist question merc ’ benefit adani,2
2018-12-01,inflated electricity bill maharashtra cm directs energy minister look complaint,2
2018-12-01,two acquitted adani kidnapping case,2
2018-12-04,bjp chief meet energy min inflated power bill,2
2018-12-04,gujarat ’ imported coal order push tariff 5 state,2
2018-12-05,merc tell firm explain inflated power bill,2
2018-12-06,cabinet cm order merc probe ‘ inflated ’ power bill,2
2018-12-07,merc decide today ‘ inflated ’ power bill,2
2018-12-07,welcome merc statement power firm,2
2018-12-07,merc find increase billed consumption adani consumer unduly high,1
2018-12-08,adani electricity bill october appear ‘ unduly high ’ merc,2
2018-12-08,adani electricity bill october appear ‘ unduly high ’ merc,2
2018-12-10,record power firm checked merc chief,2
2018-12-10,power cost tata power writes punjab amend ppa,2
2018-12-11,8 special camp redress adani bill,2
2018-12-11,incorrigible mcgb adani power mmrda,2
2018-12-12,8 special camp redress adani bill,2
2018-12-14,india first pvt uav facility take hyderabad,2
2018-12-14,india first pvt uav facility take hyd,2
2018-12-15,mumbai congress worker protest inflated power bill outside adanis bhayander office,2
2018-12-16,congress protest power bill mumbai turn ugly,2
2018-12-24,patanjali say still interested ruchi soya lead bidder adani wilmar raise asset concern,2
2018-12-27,jjm alleges violation adani plant firm say followed rule,2
2018-12-27,2018 see ambanis adanis mittal promising huge investment,2
2019-01-02,adani gas limited revise cng png price,2
2019-01-07,crucial merc hearing held today,2
2019-01-09,adani group log digital infra space data center,2
2019-01-09,ap sign mou adani group set world ’ first 100 renewables powered data centre park vishakhapatnam,2
2019-01-10,adani log data r 70000 crore ap plan,2
2019-01-10,adani log einfra r 70000crore data centre,1
2019-01-13,adani electricity caution flying kite makar sankranti,0
2019-01-14,hc fine sarpanch frivolous plea company,2
2019-01-15,maharashtra hike tax electricity 10 paiseunit eye r 90 crore month,2
2019-01-16,navanagar resident stop buying lpg cylinder soon,2
2019-01-16,msedcl seek recover rs4200cr utility firm,2
2019-01-17,adani foray petrochemical r 16000 crore plant jv basf,2
2019-01-18,adani announces r 55000 cr investment gujarat next 5 year,2
2019-01-19,dharavi redevelopment 1 lakh rehab tenement needed,2
2019-01-19,corporate czar move mountain,1
2019-01-24,mp keen attract investment say cm davos,2
2019-01-25,electricity theft grace adani local dept,2
2019-01-27,power outage metro work mumbai consumer get electricity alternate source,2
2019-01-29,adani group stock dive market speculation,0
2019-01-31,dubai group quote r 7500cr dharavi ’ redevelopment adani r 4500cr,2
2019-01-31,adani welspun set logistics park hyd,2
2019-02-07,adani green energy loss widens r 11874 cr q3,2
2019-02-10,ioc adani hpcl biggest bidder city gas licence,2
2019-02-13,pollution board police get complaint,2
2019-02-13,adani transmission profit drop 7752 pc r 18922 cr q3,0
2019-02-13,civic group caution giving land adani near heritage site,2
2019-02-14,adani gas net 13 pc dec quarter strong volume growth,1
2019-02-14,adani power cabling wrk bad,2
2019-02-14,adani transmission q3 net soar 89 pc removing exceptional income,2
2019-02-16,privatisation gmr adani bid 6 aai airport,1
2019-02-22,board allows coal operation mpt penalising jsw adani,2
2019-02-23,adani logistics set acquire agrilogistics arm ael,2
2019-02-25,adani group bid highest operate trivandrum international airport,2
2019-02-25,adani group win bid operate 5 airport 50 year,2
2019-02-26,airport privatization per law centre,2
2019-02-26,3 finance corporation set bcs telangana,2
2019-02-26,adani bag guwahati airport win bid operate 50 year,2
2019-02-28,ksidc move hc trivandrum airport tender process,1
2019-03-01,state support adani take airport pinarayi vijayan pm modi,2
2019-03-01,government seek csr fund firm improve education rajasthan,2
2019-03-03,oil regulator reject adani gas application cng retailing jaipur udaipur,2
2019-03-03,govt approves adani power r 14000cr jkhand sez project,2
2019-03-05,mukesh ambani 13th richest world forbes,2
2019-03-05,hc notice power tower farmland,2
2019-03-06,tata power consumer base cross 7 lakh mumbai,1
2019-03-07,cpm asks adani group opt airport contract,2
2019-03-08,congress mla counter jvmp claim say people favour adani power plant godda,2
2019-03-09,due process followed leasing airport adani,2
2019-03-12,online poll reveal overwhelming support,2
2019-03-16,adani upcl ngt directs karnataka conduct carrying capacity study,1
2019-03-27,adani becomes 1st indian port operator record 200 mt cargo movement,2
2019-03-28,tatas foray airport buy stake gmr,2
2019-04-03,private player operate district stp mayend,2
2019-04-04,tatas foray airport buy stake gmr,2
2019-04-06,probe inflated power bill delayed nearly month,0
2019-04-08,india third largest solar market 2018 top 10 company bag 60 project,2
2019-04-08,adani power secures letter intent acquire korba west power company,2
2019-04-12,cerc approves higher tariff adani power 2 gw capacity mundra plant,1
2019-04-13,adani ’ mundra project get nod higher tariff,2
2019-04-15,cerc nod higher tariff adani power mundra plant positive measure icra,1
2019-04-16,3 lakh youngster benefit adanis udaan,2
2019-04-17,hc stay tender mandating coal transport adani ’ port,2
2019-04-17,court stay tender nlc coal transport,2
2019-04-17,adani urge govt give fair go australia coal mine project,2
2019-04-17,adani urge govt give fair go australian coal mine project,2
2019-04-20,jaypee infratech lender committee discus revised bid april 26,2
2019-04-20,jaypee infratech lender committee discus revised bid april 26,2
2019-04-20,imported river sand lying unused ennore port month,2
2019-04-21,adani group win project across coal gas highway competitive bidding,2
2019-04-22,jaypee lender unlikely entertain possible adani bid,2
2019-04-22,jaypee lender unlikely entertain possible adani bid,2
2019-04-26,adani fray jaypee nbcc sweetens deal,2
2019-05-01,modi chowkidaar capitalist ran away people ’ money sidhu,2
2019-05-05,next adani generater,2
2019-05-07,cyclone fani adani group donates r 25 crore odisha chief minister ’ relief fund,2
2019-05-07,cyclone fani adani group commits r 25 crore odisha,2
2019-05-11,amc damage adani gas pipeline vejalpur,2
2019-05-14,adani develop container terminal port myanmar,2
2019-05-16,protest fade godda village welcome progress come adani plant,2
2019-05-23,whats adani electricity,2
2019-05-24,australia state say final approval adanis coal mine decided within three week,2
2019-05-27,adani port q4 profit 41 r 1314 crore,1
2019-05-29,adani enterprise q4 profit rise 47 pc r 266 cr,1
2019-05-29,adani submits nonbinding bid jaypee infra offer r 1700 cr complete housing projs,2
2019-05-29,adani power register r 63464 cr profit q4,1
2019-05-30,ambani tata corporate honcho attend pm oath ceremony,2
2019-05-31,india inc swears nda ii see policy continuity reform,2
2019-06-05,merc accident driver ’ drunk say cop,2
2019-06-11,tribal stir chhattisgarh halt mining bailadila,2
2019-06-12,bs india inx launch dedicated platform trading green bond,2
2019-06-14,resist attempt hand thiruvananthapuram airport adani group kerala cm,2
2019-06-14,france ’ total close buying 30 adani gas 1 billion,2
2019-06-17,amit jogi lodge complaint chhattisgarh cm insulting mother,2
2019-06-21,moody assigns baa3 adani port proposed bond,2
2019-06-22,government dighi port uturn latest blow insolvency,2
2019-06-25,adani power acquire gmr chhattisgarh energy,2
2019-06-27,ahmedabad man light beedi gas leak set fire,2
2019-06-27,hc disposes 9yearold pil adani ’ mine near tadoba,2
2019-07-03,government clear leasing ahmedabad lucknow mangaluru airport adani group,2
2019-07-03,electricity part mumbai suburb,2
2019-07-04,union cabinet put decision ’ puram airport hold,2
2019-07-04,adani group set run mangaluru airport 50 year,2
2019-07-04,‘ adani wrong issuing adjusted inflated power bill ’,2
2019-07-09,adani port board consider raising usd 700 mn via foreign currency bond,2
2019-07-10,birla adani lucknow july 2829,1
2019-07-12,adani port board approves raising usd 700 mn via foreign currency bond,2
2019-07-12,adani port board approves raising usd 700 mn via foreign currency bond,2
2019-07-15,11 nifty50 company deviate sebi rule,2
2019-07-17,jaypee insolvency nclat asks idbi bank furnish condition fresh bidding,2
2019-07-18,uproar lok sabha mention ambanis adanis,2
2019-07-18,guj discom seek review sc order,2
2019-07-19,mention ‘ ambanis adanis ’ hots house discussion,2
2019-07-27,‘ seek r 965 crore adani power water project ’,2
2019-07-29,yogi adityanath ended politicization bureaucracy say amit shah,1
2019-07-29,yogi adityanath ended politicization bureaucracy say amit shah,1
2019-07-29,amit shah hail yogi adityanath cm launch 250 project worth r 65000 crore,2
2019-07-29,ioc adani invest r 9600 cr city gas project,2
2019-08-01,u fund lifeline zee pick 11 r 4200 crore,2
2019-08-02,adani power completes acquisition gmr chhattisgarh energy,2
2019-08-03,adani group check running airport form new company,2
2019-08-04,australian artist protesting adani mine birdthemed art,2
2019-08-05,lathergy adani electric,2
2019-08-05,scrapping special status kashmir empower people jk india inc,2
2019-08-07,adani port q1 net profit jump 4750 pc r 1029 crore,1
2019-08-07,adani power q1 net loss r 26339 cr,2
2019-08-07,adani gas q1 net jump 43 pc higher gas sale,1
2019-08-07,adani green energy q1 loss widens r 9744 cr,2
2019-08-08,adani transmission q1 profit 26 pc r 213 cr,1
2019-08-08,adani enterprise q1 profit 7fold r 570 cr,1
2019-08-13,resident protest power cut adani office,2
2019-08-14,10fold increase power bill jolt kandivli local,2
2019-08-30,adanis buy essel group ’ 3 solar power unit r 13k crore,2
2019-09-08,mumbai airport stake adanis move hc gvk bid stall deal,2
2019-09-09,tycoon investor summit see magnificient madhya pradesh,2
2019-09-11,adani power tiroda plant get merc nod higher coal price,2
2019-09-12,adani group put lastminute bid indian navy r 45000crore submarine project,2
2019-09-13,adani power arm regl supply 295 mw tamil nadu telangana power ministry scheme,2
2019-09-13,adani power arm regl supply 295 mw tamil nadu telangana power ministry scheme,2
2019-09-15,adani street light,2
2019-09-18,adani power supply 185mw tamil nadu 3 year,2
2019-09-23,nclat asks dighi port submit comparative analysis proposal adani sez promoter,2
2019-09-24,adani power plant bring development godda jharkhand cm,2
2019-09-24,high court want know tangedco ’ pvt purchase price,2
2019-09-26,adani,2
2019-09-26,apply power connection navratri pandals low rate mumbai,2
2019-09-26,trivandrum airport adani group prepares ‘ takeoff ’,2
2019-10-03,adani port harm livelihood 1 crore people kamal haasan,2
2019-10-07,bawankule denied ticket adani congress,2
2019-10-07,foundation review swachhagraha project award school student,2
2019-10-08,mumbai pole crash bike kill pillion rider,2
2019-10-14,total group purchase 374 share adani gas limited,1
2019-10-14,total buy 37 adani gas r 5700 crore,1
2019-10-14,adani gas share zoom 95 pc total deal,1
2019-10-16,rahul gandhi likens modi government pickpocket,2
2019-10-16,fake alert pm modi ’ bowing front adani ’ wife,2
2019-10-16,gvk lens whistleblower plaint,2
2019-10-17,adani partner uaes adnoc germany basf 4 bn chemical venture,2
2019-10-17,nclat give go ahead nclt mumbai decide adani port bid dighi port,2
2019-10-17,hc quashes lr issued adani coal import case,2
2019-10-18,uae german company may back basfadani jv,2
2019-10-18,high court relief adani r 29000 crore import case,2
2019-10-18,adani award aud 100 mn rail contract martinus rail australia,2
2019-10-19,business bigwig chirp indores swachhta social medium,2
2019-10-27,happy diwali gvk group secures r 7614 crore funding prevent takeover adani group,2
2019-10-29,adani group partner usbased digital realty build data centre infra india,2
2019-10-30,adani tie u company data centre,2
2019-11-01,adani port sez get national csr award,2
2019-11-05,mial stake row adani seek hc nod close bidvest deal,2
2019-11-06,battle stake mumbai airport hc refuse interim relief adani,2
2019-11-07,adani transmission see twofold jump q2 net profit r 230 cr,1
2019-11-07,adani dial final 4 jewar airport race,2
2019-11-07,mumbai airport hc refuse relief adani company,2
2019-11-10,100 indian ceo deepika padukone visit davos 50th wef annual meet,2
2019-11-11,adani port q2 result today,2
2019-11-12,adani gas q2 net double r 120 cr,2
2019-11-13,adani power net profit nosedive r 388 cr sept quarter,0
2019-11-14,cci approves adanis 235 pc stakebuy mumbai international airport,2
2019-11-15,community member raise r 45 crore last rite gachchadhipati,2
2019-11-17,essar steel adani gail hpcl buy bulk reliance gas,1
2019-11-18,ioc gail pay adani 5 charge lng terminal dharmendra pradhan,2
2019-11-28,cci approves 374 stakebuy joint control adani gas total group,2
2019-11-29,adani gas share zoom nearly 8 pc cci approves stakebuy total group,1
2019-11-29,swiss firm zurich airport ag develop jewar airport outbids dial adani,2
2019-11-29,new world fund sell adani port share worth r 401 cr,2
2019-11-30,zurich ag outbids adani dial jewar airport,2
2019-12-02,major ‘ make india ’ defence project taken 6 yr,2
2019-12-11,qatar sovereign wealth fund qia buy 251 pc stake adani electricity mumbai r 3200 cr,2
2019-12-12,qatar fund buy 25 adani electricity r 3200 crore,2
2019-12-14,adani transmission get loi project maharashtra,2
2019-12-17,government talking 25 large corporates bid resolve problem boost investment,2
2019-12-18,leasing trivandrum airport hc dismisses kerala govts plea,2
2019-12-19,thanks adani electricity,2
2019-12-19,hc dismisses state govt ’ plea tvm airport,2
2020-01-07,ahead budget pm modi pick business baron brain slump,2
2020-01-08,supreme court revives overseas probe gautam adani ’ firm,2
2020-01-08,supreme court revives overseas probe gautam adani ’ firm,2
2020-01-11,sc stay hc order dri letter,2
2020-01-11,5year power tariff home user best tata seek hike adani cut,2
2020-01-11,hc relief adanis stockrigging case,2
2020-01-12,sailing forward handle 400 mmt cargo 2025,2
2020-01-14,navy ministry defence tussle biggest submarine project,2
2020-01-16,congress govt favouring adani group r 45000 crore sub deal,2
2020-01-17,cbi file fir adani firm coalsupply case,2
2020-01-19,donald trump angela merkel imran khan attend wef davos 100 indian ceo also present,2
2020-01-23,adani aim world ’ largest solar co 2025,2
2020-01-24,kerala new outlet give push cng vehicle,2
2020-01-24,district administration crack whip ioagpl expedite work,2
2020-01-31,tmaadani honour startup company,2
2020-02-09,gautam adani meet naveen patnaik talk dhamra port expansion,2
2020-02-14,adani group sign agreement aai running ahmedabad lucknow mangaluru airport 50 year,2
2020-02-15,ahmedabad sport club buy 60000 square yard land adani kin firm,2
2020-02-18,adani electricity cable layer need training,2
2020-02-21,adani vidya mandir ahmedabad surguja conferred samagra shiksha empowering india award,2
2020-02-21,adani vidya mandirs win samagra shiksha award,2
2020-02-25,student 2000 school sensitised electricity safety cleanliness,2
2020-03-05,ahmedabad physician beat oncologist wife phone use,2
2020-03-15,aipef demand cancellation ppa adani mp,2
2020-03-19,jharkhand 5 chinese engineer set join work 28day quarantine,2
2020-03-21,covid19 adani electricity facilitates digital payment mode encourages customer stay indoors,2
2020-03-30,adani sajjan jindal pledge r 100 crore kotak r 60 crore,2
2020-04-04,ahmedabad gautam adani employee contribute r 4 crore pm fund,2
2020-04-08,tata steel adani donate r 11 crore cm relief fund,2
2020-04-09,adani gas limited gujarat gas limited reduce cng png price,2
2020-04-09,adani foundation aid woman shgs making mask,2
2020-04-10,adani wilmar tie swiggy deliver edible oil food product,2
2020-04-11,cooking oil production 40 adani wilmar,1
2020-04-12,maharashtra discoms turn energy exchange shun costly ppas,2
2020-04-15,gautam adani say indian economy bounce back low inflicted covid19,1
2020-04-15,covid19 helped rediscover hope goodness,1
2020-04-16,mumbai adani electricity supply power emergency basis quarantine area,2
2020-04-20,got chance spend time family many year deepak punia,2
2020-05-17,crisishit airline save r 1000 crore govt free airspace,2
2020-05-28,gautam adani see covid19 opportunity faster transition clean energy,2
2020-06-03,cyclone nisarga power cut likely today due forced shutdown mumbai,2
2020-06-04,india couldve faced unmitigated disaster govt taken timely action covid19 adani,2
2020-06-06,iimb host webinar communication virtual world,2
2020-06-07,better time bet india say billionaire gautam adani,2
2020-06-08,adani green energy win world largest solar bid worth 6 billion,2
2020-06-09,gautam adani say promoter dilute 1015 stake adani green,2
2020-06-10,promoter dilute 1015 adani green,2
2020-06-12,igi operator told give revised tariff projection,2
2020-06-18,collector asks oil firm expedite kochi gas project,2
2020-06-18,mumbai brace spike power bill reading start,2
2020-06-19,mumbai june electricity bill amount recovered three equated instalment say power expert,2
2020-06-23,adani offer r 3265 crore take power co pvt,2
2020-06-23,adani power sign pact buy 49 stake aes odisha power generation corporation,2
2020-06-23,postcovid19 billionaire list poonawalla gain ambani bounce back,1
2020-06-23,mumbai region power user feel heat ‘ inflated ’ bill,2
2020-06-24,adani power sign pact buy aes ’ 49 stake opgc,2
2020-06-25,mumbai region electricity consumer irked emi option given pay inflated bill,2
2020-06-25,prasanna karthika nair complains heavy eb bill covid19 lockdown,2
2020-06-26,adani electricity charged 3 timesof bill,2
2020-06-27,adani bag transmission deal boost supply mumbai,2
2020-06-27,adani green energy get shareholder nod raise r 2500 crore,2
2020-06-28,taapsee latest complain steep eb bill lockdown,0
2020-06-30,netizens kickstart memefest social medium bollywood twist inflated electricity bill,2
2020-07-02,adani start video call resolve power bill issue,2
2020-07-02,mumbai adani electricity start video call hear bill woe,2
2020-07-03,bombay hc defers two pil high power bill another bench next hearing tuesday,1
2020-07-04,commercial space chandigarh railway station time given bidding,2
2020-07-04,gujarat adani build infra hazira restart roro ferry service,2
2020-07-06,railway seek make private player journey smoother,2
2020-07-07,50 use power led hefty bill adani ceo,2
2020-07-07,adanis buy kalpataru ’ power project,1
2020-07-07,highly inflated adani electricity bill,2
2020-07-10,india good example solar auction gain popularity amid covid19 pandemic un chief,2
2020-07-10,adani offer zerointerest emi ‘ inflated ’ electricity bill payment,2
2020-07-16,maharashtra aap demand waiver power bill upto 200 unit launch hisaab campaign,2
2020-07-20,higher tariff revocation reduce power rate gujarat government,2
2020-07-20,higher tariff revocation reduce power rate gujarat government,2
2020-07-21,privatisation jaipur airport postponed till march 2021,2
2020-07-22,bombardier gmr among 16 show interest private train,2
2020-07-27,mumbai bhajji left stumped r 34000 power bill,2
2020-08-01,mlas reach jaisalmer special fight,2
2020-08-04,adani group suraksha sunteck realty submit eoi acquire debtladen hdil,2
2020-08-10,baba ramdevs patanjali considers bidding ipl vivo retires short notice,2
2020-08-15,india selfreliance determine high flag freedom fly india inc,2
2020-08-18,mumbai power company float tender 7 lakh smart meter,2
2020-08-20,govt clear running jaipur guwahati ’ puram airport ppp way 50 year,2
2020-08-21,aai letter soon adani group operate jaipur airport,2
2020-08-21,kerala govt seek stay leasing trivandrum airport adani group,2
2020-08-21,adani group may face several hurdle ahead,0
2020-08-22,mial ownership structure likely change soon adani landing,2
2020-08-22,trivandrum international airport handover subject writ petition say hardeep puri,2
2020-08-22,leasing trivandrum airport kerala govt move hc,2
2020-08-23,law firm linked adani jr advised govt airport bid,2
2020-08-23,firm adani link aided kerala govt airport bid,2
2020-08-24,confidence motion kerala assembly airport bid amount leaked adani group say vd satheesan,2
2020-08-25,kerala congress level 3 new graft allegation,2
2020-08-25,warring front unite trivandrum airport cause,2
2020-08-31,adani group acquire 74 stake mumbai airport take upcoming navi mumbai airport also,2
2020-09-02,mumbai navi mumbai airport group transformational platform say gautam adani,2
2020-09-03,sc order discoms repay adani r 5k cr burden likely,2
2020-09-03,coronavirus hit travel adani ready india aviation growth,2
2020-09-04,ap okay adani acquisition krishnapatnam cvr group,2
2020-09-06,jharkhand couple drove 1200km write exam get air ticket return journey,2
2020-09-09,rajasthan hc order status quo adani solar project jaisalmer dist,2
2020-09-13,adani group likely review navi mumbai airport design,2
2020-09-13,privatisation trivandrum airport finance minister urge tharoor rethink position favouring adani group,2
2020-09-15,air india choice privatising closing say puri,2
2020-09-15,maharashtra adani takeover twin city airport clear hurdle embarrassment,2
2020-09-16,60000 cr debt air india close privatised puri,1
2020-09-16,flyfromixe campaign handled young aviation enthusiast namma kudla take,2
2020-09-17,kutch power world ’ largest park,2
2020-09-25,adani tata gmr among 43 firm show interest csmt redevelopment project railway,2
2020-09-26,adani tatas among 43 prebid meet csmts redevelopment,1
2020-09-28,gautam adani debunks gdp rhetoric say india 2nd largest economy 2050,2
2020-09-29,mukesh ambanis wealth shoot 73 r 658 lakh crore adani move net worth ranking,1
2020-09-29,adani wilmar expands range personal care product,2
2020-09-30,commercial mining vedanta adani hindalco jspl among 42 bidder coal block,1
2020-09-30,ahmedabad adani gear take sardar vallabhbhai patel international airport november,2
2020-10-02,‘ sim satyagraha ’ farmer punjab turning corporates,2
2020-10-02,kochi 6 household got png connection 5 yr,2
2020-10-04,pm modi work adani ambani say rahul gandhi,2
2020-10-08,jewar airport ’ guiding template swiss tech indian warmth,2
2020-10-08,adani group asked take ahmedabad lucknow mangaluru airport november 12,2
2020-10-13,mumbai power outage supply restored pocket experiencing cut due localised issue,2
2020-10-16,adani green transfer 3 solar asset total jv r 1632cr,2
2020-10-16,rebuilding mumbai airport ’ terminal 1b may adani ’ first task,2
2020-10-18,kochi local body speed procedure gas project,2
2020-10-19,hc dismisses kerala govts petition thiruvananthapuram airport lease adani group,2
2020-10-19,adani vikhroli substation ready maharashtra cm deadline,2
2020-10-20,government plea trivandrum airport dismissed,2
2020-10-22,adani group takeover ahmedabad lucknow mangaluru airport november 7,2
2020-10-23,dhfl ’ creditor may seek higher bid oaktree,2
2020-10-23,ahmedabad firm restrained using ‘ adani ’ trademark,2
2020-10-24,adani electricity offer nointerest emi option,2
2020-10-25,r 600crore data centre coming greater noida,1
2020-10-26,torture demand dowry male child,2
2020-10-27,discoms told study mumbai develop emergency grid,2
2020-10-31,adani group add new chapter business mangaluru international airport,2
2020-10-31,aai hand mangaluru airport adani group lease 50 year,2
2020-11-01,vedanta adani among others race coal block auctioned commercial mining mon,2
2020-11-01,mangaluru adani group take management mia,2
2020-11-02,reliance start gas production rseries field novemberdecember,2
2020-11-03,online campaign call renaming mangaluru international airport kotichennaya,2
2020-11-03,billionaire adani set develop sri lanka ’ port terminal,2
2020-11-04,council give nod dig road kochi gas project,2
2020-11-05,congress ups ante handing mangaluru airport adani group,2
2020-11-06,stake goa ’ road rail project say adani group,2
2020-11-06,congress ups ante handing mangaluru international airport adani group,2
2020-11-07,adani take ahmedabad airport run 50 year,2
2020-11-07,telangana ’ largest fdi r 20000 crore city delivered via amazon,2
2020-11-09,oil regulator give 251 day ioc adani gas others complete work,2
2020-11-10,mangaluru congress protest handing mia maintenance adani,2
2020-11-11,bidder hike dhfl offer oaktree ’ remains largest,2
2020-11-12,gujarat adani lead india ’ energy strategy say report,2
2020-11-12,diwali diwali gujarat company deliver big return,1
2020-11-19,adani guaranteed customer 6 billion indian solar project report,2
2020-11-19,chandigarh adani tata enter race power department privatisation,2
2020-11-19,karnataka ‘ pilinalike ’ get due prominence mangaluru international airport,2
2020-11-20,chandigarh better performance earn power firm incentive,2
2020-11-20,bravo adani electricity,2
2020-11-21,mumbai adani launch video contact centre plan smart meter,2
2020-11-21,coal protester demand sbi stop financing adani ’ australia project,2
2020-11-22,govt send proposal rename mangaluru airport kotichennaya dakshina kannada mp nalin kumar kateel,2
2020-11-25,adani data park develop potential,2
2020-11-28,nse turnover hit record r 15l cr msci ’ rejig,1
2020-11-29,defiant farmer threaten intensify protest reject centre condition top development,2
2020-11-30,improve dhfl offer forfeit deposit recovery public money adani,2
2020-12-02,rohatgi advises fresh bid dhfl,1
2020-12-08,‘ procorporate ’ farm law revoked tweet rahul gandhi,2
2020-12-08,bharat bandh today farmer hold protest across state key point,2
2020-12-09,adani group say buy food grain farmer manages storage fci,2
2020-12-09,india produce cheapest electricity renewable source gautam adani,2
2020-12-09,mumbai adani electricity give 30 subsidy energy saving fan 50000 home consumer,2
2020-12-10,energy saving fan 50000 adani user mumbai suburb,2
2020-12-10,india ’ gdp set hit 28tn ’ 50 adani,1
2020-12-11,farmer group blame centre interrupting talk process,2
2020-12-11,trade union support farmer agitation saying bharat bandh december 8 successful,2
2020-12-14,billionaire survivor ransom terror attack rival mukesh ambani,2
2020-12-15,usbased pe oaktree top dhfl bidder r 37000 crore,2
2020-12-15,iimbangalore student get 529 offer 130 company,2
2020-12-17,priyanka ’ claim railway ‘ misleading ’ clarifies govt,2
2020-12-21,bcci agm member serious question sourav ganguly bcci president enough answer,2
