Date,Title,FinBERT
9/6/2021,faceoff: rss-linked magazine's attack on infosys triggers debate,1
9/6/2021,govt puts captive coal miners on week’s notice to boost power plant supplies,2
9/8/2021,"indian railways seeks private sector feedback on stations plan; bharti realty, adani infra show interest",1
9/9/2021,despite enough coal stock; adani keeps plant shut,1
9/9/2021,13 more airports to be privatised; 7 small airports to be clubbed with 6 big ones for this ppp round,2
9/9/2021,"despite enough coal stock, adani keeps plant shut",1
9/12/2021,adani group name dropped from m'luru airport boards,0
9/12/2021,adani group name dropped from m’luru airport boards,0
9/12/2021,pil challenges sale of ap govt’s stake in gannavaram port,1
9/15/2021,adani airport takeover next month runs into rough weather; locals resist runway extension,0
9/19/2021,takeover of gangavaram port by adani gets andhra pradesh nod,1
9/20/2021,cci approves adani ports and special economic zone's 10% stake-buy in gangavaram port,2
9/21/2021,gautam adani throws $20-billion green energy gauntlet at mukesh ambani,1
9/22/2021,"soon, yulu e-bike users to get 24x7 battery charging access across mumbai",2
9/22/2021,"cong wants sc-monitored probe in gujarat drugs haul, amazon 'bribery' case; seeks answers from pm",1
9/23/2021,adani group announces gpl takeover,2
9/23/2021,gujarat's sez exports down 11% in august,0
9/24/2021,"tata power installs 20,000 smart meters in mumbai, targets 50,000 by early 2022",2
9/25/2021,"govt, adani group in collusion, says oppn",1
9/25/2021,govt; adani group in collusion; says oppn,1
9/25/2021,tatas lead wealth creation among india’s business houses,2
9/25/2021,tatas lead wealth creation among india’s biz houses,2
9/29/2021,will set aside compensation of rs 73l: adani,1
9/29/2021,adani loses out to gujarat gas on city gas distribution network,1
9/30/2021,society; govts following double standards; muslims feeling oppressed; says madani,1
10/1/2021,adani's wealth surges 261%; now asia's second richest,2
10/1/2021,sc seeks adani power's response to gujarat urja's curative plea,1
10/1/2021,"adani’s wealth surges 261%, now asia’s second richest",2
10/1/2021,sc seeks adani power’s response to gujarat urja’s curative plea,1
10/2/2021,green mumbai drive 2021: first-ever electric cars rally held to create awareness,2
10/2/2021,mumbai hosts 1st electric car rally today,2
10/3/2021,adani raises cng and png prices,1
10/4/2021,adani group to invest $20 billion to become world’s largest renewable power company by 2030,2
10/4/2021,congress for probe by supreme court judges into drug haul at mundra port,1
10/5/2021,"solar sector will see high innovation, disruption: adani",2
10/5/2021,solar sector will see high innovation; disruption: adani,2
10/6/2021,"nia takes over probe into seizure of around 3,000 kg heroin at mundra port in gujarat",1
10/7/2021,"adani raises cng, png prices again",2
10/7/2021,adani raises cng; png prices again,2
10/8/2021,odisha cm naveen patnaik pushes for farm-market linkage,2
10/9/2021,gujarat government in talks with private firms for restarting power supply,1
10/10/2021,adani group will take over jaipur international airport from tonight,2
10/10/2021,mumbai: new tree for every consumer opting for paperless electricity billing,2
10/11/2021,"adani ports to stop handling containers from iran, pakistan, afghanistan",1
10/12/2021,adani group begins operations at jaipur international airport,1
10/12/2021,adani group likely to take over trivandrum international airport operations this week,2
10/12/2021,no cargo from pakistan; iran and afghanistan; says adani ports,1
10/12/2021,after mundra drug haul; adanis ban afghanistan; pakistan; iran cargo,1
10/12/2021,"after mundra drug haul, adanis ban afghanistan, pakistan, iran cargo",1
10/12/2021,"no cargo from pakistan, iran and afghanistan, says adani ports",1
10/13/2021,gujarat: adani cng; png prices up third time in 2 weeks,2
10/13/2021,bcci extends deadline for purchasing tender document for new ipl teams,1
10/13/2021,"gujarat: adani cng, png prices up third time in 2 weeks",2
10/14/2021,adani group officially takes over tvm airport,2
10/14/2021,"rajasthan to get 20 coal rakes, claims energy secretary",2
10/14/2021,adani group takes over operation of thiruvananthapuram international airport,1
10/15/2021,iran opposes adani move to not handle cargo,1
10/15/2021,"state transcos, pvt gencos make a killing on power exchanges",1
10/15/2021,tehran unhappy over adani port's decision to not handle cargo from iran,0
10/17/2021,70-foot effigy of pm modi burnt in jind,1
10/18/2021,when the richest indian gets richer at record speed,2
10/19/2021,gujarat urja vikas nigam ltd gush: prices crash on power exchange,0
10/19/2021,cng prices continue to rise in ahmedabad,2
10/19/2021,mundra heroin haul case: national investigation agency gets 10-day remand of three,2
10/20/2021,tamil nadu likely to stop import of river sand,1
10/21/2021,manchester united owners show 'interest' in ipl franchise,1
10/21/2021,power privatisation in chandigarh: ball back in centre’s court,2
10/24/2021,"new ipl teams: bcci expecting between rs 7k cr to rs 10k cr for each of the two new teams with adani, goenka, aurobindo in fray",1
10/26/2021,"rpsg bags lucknow franchise for ₹7k cr, cvc ahmedabad for ₹5.6k cr",1
10/26/2021,adani group exploring investment in sri lanka's renewable energy sector: official,1
10/26/2021,corporates approach best to source green energy for consumption,1
10/28/2021,blending of imported coal may increase electricity cost by 30%: aipef,2
10/29/2021,adani to pick up 'significant minority' stake in flipkart's ota cleartrip,2
10/30/2021,adani buys 20% stake in cleartrip,2
10/30/2021,adani buys 20% in cleartrip in bid to boost superapp play,2
11/1/2021,"a climate clash between two billionaires, ambani and adani, over hydrogen",1
11/2/2021,adani consumers opting for green energy reduce co2 emission by 26000 tonnes,1
11/7/2021,"seci offer price is lowest, says andhra pradesh energy secretary dr srikanth",1
11/8/2021,adani targets food staples business for expansion,2
11/12/2021,adani electricity powers chartered bikes to provide last-mile delivery solutions,1
11/14/2021,dangerous entrance to adani office,1
11/17/2021,rajasthan: power rates up by 33 paisa/unit for 90 days due to rising coal costs,2
11/17/2021,new cargo terminal at ahmedabad airport to be operational by next week,2
11/19/2021,india seizes 'radioactive substances' on way from karachi to shanghai at mundra port,1
11/19/2021,let’s recognise that modi tried hard,2
11/20/2021,how india can combat climate change and set an example for the rest of the world to follow,1
11/22/2021,mumbai: adani foundation launches project for 25 bmc schools,2
11/23/2021,"rs 3,000 crore solar plant to come up in tamil nadu soon",2
11/23/2021,"chartered bike to deploy over 2,000 electric bikes, 200 charging stations in mumbai",2
11/27/2021,gujarat high court seeks report on receding seashore along kutch coast,1
11/30/2021,"23 years in making, new mumbai airport finally gets going",2
12/1/2021,why ‘phasing down’ coal is a realistic and optimistic objective,1
12/2/2021,"adani meets mamata, discusses investment scenario in bengal",1
12/3/2021,uttar pradesh: ganga expressway to be built by adani group; irb infrastructure,1
12/3/2021,adani talks business prospects with west bengal cm mamata banerjee,1
12/3/2021,"uttar pradesh: ganga expressway to be built by adani group, irb infrastructure",1
12/3/2021,"l&t, renew tie up for green hydrogen",1
12/5/2021,"india needs coal for now, but change is coming",1
12/14/2021,"gail looks to bring india's first electrolyser, may hire ship to ferry lng from us",2
12/20/2021,adani group to build 80% of 594 km meerut-prayagraj ganga e-way,2
12/21/2021,"uttar pradesh: adani group set to build country's longest e-way, ganga expressway, for rs 17,000 crore",2
12/21/2021,uttar pradesh: adani group set to build country's longest e-way; ganga expressway; for rs 17;000 crore,2
12/24/2021,nclt extends lenders’ vote on adani bid for realty company,1
12/27/2021,adani group to start exports from australia's carmichael coal mine,2
12/28/2021,karnataka: no relief for kerala journalist and 2 others in madani case,1
1/1/2022,sensex gains 22% in 2021 to end over 58k,2
1/1/2022,man held after wife commits suicide with 4 kids in aurangabad,1
1/1/2022,india's biggest achievement of 2021 that isn't talked about,1
1/5/2022,airport staff felicitated for work,1
1/5/2022,why mukesh ambani's succession plan needs three superstars,1
1/5/2022,adani wins key coal tender as india acts to avoid energy crisis,2
1/9/2022,anil to be adani group's vehicle for new energy business,1
1/9/2022,"adani power gives up rs 11,000 crore claim to settle gujarat ppa dispute",1
1/10/2022,adani csr to paediatric icu,1
1/10/2022,"adani power drops rs 11,000 crore claim to settle ppa dispute",0
1/10/2022,"adani power files contempt plea over rs 6, 738 crore rajasthan dues",1
1/11/2022,adani power’s contempt plea in sc against 3 raj discoms,1
1/11/2022,bail petition of ‘serial offender’ in power theft case rejected,1
1/13/2022,mumbai: adani electricity warns citizens against flying kites close to transmission lines on makar sankranti,1
1/13/2022,"adani group, posco sign agreement to develop steel mill",2
1/13/2022,"south korea's posco, adani eye steel mill project in $5 billion pact",1
1/13/2022,"reliance, adani plan big investments in gujarat",2
1/14/2022,adani enters steel biz with $5bn posco pact,1
1/14/2022,adani enters steel business with $5 billion posco pact,2
1/14/2022,"posco, adani join hands for $5 billion steel project in gujarat",2
1/14/2022,posco; adani join hands for $5 billion steel project in gujarat,2
1/15/2022,"megha pips adani, bags gas licences for 15 areas across india",1
1/17/2022,sexual abuse allegations against airport official,1
1/20/2022,"adani group, balrampur chini mills, dream 11 come on board as sponsors",2
1/21/2022,"adani wilmar fixes ipo price band at rs 218-230 per share; plans to raise up to rs 3,600 crore",2
1/21/2022,airport official in sexual assault case surrenders,1
1/21/2022,‘adani’ vehicles? co gets approval for trademark,1
1/21/2022,'adani' vehicles? co gets approval for trademark,1
1/22/2022,adani wilmar ipo to open on january 27,2
1/26/2022,"adani wilmar ipo opens today, to raise up to rs 3,600 crore",2
1/27/2022,adani wilmar ipo subscribed 57% on day 1 of offer,1
1/31/2022,adani to merge rail ops in single co,1
1/31/2022,adani to merge rail ops in single company,1
2/1/2022,power gencos will shut if dues not paid: supreme court,1
2/1/2022,"ahmedabad: adani gas to invest rs 20,000 crore in its gas distribution business",2
2/1/2022,"maharashtra has maximum power dues, sc tells msedcl to pay 50% to adani",2
2/1/2022,ahmedabad: adani gas to invest rs 20;000 crore in its gas distribution business,2
2/3/2022,"adani power asks maharashtra discom to pay rs 10,000 crore by february 28",2
2/3/2022,adani green energy’s q3 net rises 20%,2
2/3/2022,adani green energy's q3 net rises 20%,2
2/4/2022,adani green energy raises rs 612cr for debt refinancing,1
2/5/2022,"ambani, adani richer than zuckerberg: report",1
2/5/2022,no takers for greenfield port at nargol,1
2/5/2022,ambani; adani richer than zuckerberg: report,1
2/5/2022,agel raises 612cr for debt refinancing,1
2/6/2022,adani forms unit to set up data centre in mumbai,1
2/8/2022,we will not allow anyone to use sri lankan soil for attacks against india: sl foreign minister,1
2/8/2022,adani wilmar shares debut with discount; recover later to settle with over 16% gain,2
2/8/2022,adani wilmar valued at about $4.5 billion in market debut,2
2/8/2022,billionaire gautam adani overtakes mukesh ambani as asia’s richest person,1
2/9/2022,"mukesh ambani regains richest asian tag, surpasses gautam adani",1
2/9/2022,supreme court approves gujarat urja-adani settlement,1
2/9/2022,adani pips ambani to become asia's richest,2
2/9/2022,adani pips ambani to become asia’s richest,2
2/10/2022,assam: guwahati airport awarded for best customer service in covid times,1
2/10/2022,"adani, jindal in race for videocon’s ops",1
2/10/2022,adani; jindal in race for videocon's ops,1
2/10/2022,how adani became richer than ambani,2
2/11/2022,"adani wilmar's market-cap crosses rs 50,000 crore",2
2/11/2022,"karan adani meets west bengal cm mamata banerjee, chief secretary at nabanna",1
2/12/2022,powermen to go on 72-hour strike from feb 22 in city,2
2/14/2022,avppl releases csr activity report,1
2/15/2022,adani wilmar posts 66% rise in q3 net,2
2/15/2022,"consortium led by adani-backed firm assembled, integrated and tested isro's earth observation satellite",1
2/15/2022,award for start-up companies,2
2/15/2022,consortium led by adani-backed firm assembled; integrated and tested isro's earth observation satellite,1
2/16/2022,"mumbai: more trees cut in aarey, greens want to know why",2
2/16/2022,mumbai: colony in chembur plunges into darkness due to non-payment of rs 99 crore electricity bills,1
2/17/2022,"more aarey trees axed, greens protest",1
2/17/2022,chembur area goes without power over ₹99cr arrears,1
2/17/2022,today is a fifth day work not done by adani ltd,1
2/18/2022,adani energy damaging road not removing debris,1
2/21/2022,tiles removed not fixed by adani energy,1
2/22/2022,chandigarh: powermen go on strike for 72 hours as talks fail,1
2/23/2022,mumbai: man on ventilator faces power cuts for bill default,0
2/23/2022,top gujarat firms skid on ukraine crisis,1
2/24/2022,gangavaram port clocks record cargo handling,1
2/24/2022,mumbai: power bill arrears of siddharth colony in chembur cross rs 100 crore,2
2/24/2022,navi mumbai: animal activists concerned about fate of 300 dogs at airport site as constructions begin,1
2/25/2022,chembur hsg colony's power bill dues over 100 crore: adani,1
2/25/2022,chembur hsg colony’s power bill dues over 100 crore: adani,2
2/25/2022,"top 15 gujarat companies shed rs 92,000 crore as sensex dives",0
2/26/2022,chembur colony told to clear power dues post-2019,1
3/1/2022,more weekly domestic services from tvm airport,1
3/7/2022,₹20 lakh scholarship given to meritorious students,2
3/9/2022,ioc to raise oil capacity at mundra,2
3/11/2022,maharashtra ranks 5th in renewable energy power,2
3/11/2022,ahmedabad: cng price up by rs 2 per kg,2
3/12/2022,transmission network to be bolstered to end power cuts in mumbai,2
3/14/2022,"vedanta, adani, others vie for srei's 2 nbfcs",1
3/14/2022,"adani, kkr among 14 leading bidders for debt-laden reliance capital",1
3/14/2022,"vedanta, adani, others vie for srei’s 2 nbfcs",1
3/14/2022,vedanta; adani; others vie for srei's 2 nbfcs,1
3/15/2022,"adani group, greenko ink pact",1
3/15/2022,"tajpur revised bids get nod; adani, jsw co still in fray",1
3/15/2022,adani ports told to prepare schedule for commissioning,1
3/15/2022,mumbai: 'low organ donation rate means half million indians die because they cannot get transplant',1
3/15/2022,tajpur revised bids get nod; adani; jsw co still in fray,1
3/15/2022,adani group; greenko ink pact,1
3/16/2022,crackdown on power defaulters,0
3/16/2022,"gautam adani adds $49 billion wealth in 2021, higher than jeff bezos, elon musk",2
3/16/2022,‘organ donation rate low in india’,0
3/17/2022,india is home to richest aviation billionaires in the world: top 10 key points from hurun rich list,2
3/17/2022,city gas project work yet to start,1
3/17/2022,at $49bn; adani added most wealth in '21,2
3/17/2022,"at $49bn, adani added most wealth in ’21",2
3/17/2022,"at $49 billion, adani added most wealth in 2021",2
3/20/2022,"4,006 crore spent so far for vizhinjam port construction",2
3/22/2022,industry one step closer to getting contract for 5 pslvs,2
3/22/2022,"following opposition from farmers, fci withdraws move to link mandis to private silo in haryana",1
3/22/2022,adani power board okays merger of six arms with itself,1
3/23/2022,adani power inks mou with ihi corp; korean firm,1
3/23/2022,"adani power inks mou with ihi corp, korean firm",1
3/23/2022,apsez handled 300mmt cargo,1
3/24/2022,uproar over power purchase from private firm,2
3/24/2022,"adani, l&t among firms keen to build satellite launchers: govt",1
3/25/2022,adani highest bidder for west bengal's tajpur deep-sea port,1
3/26/2022,msedcl & tata power tariffs to go down 2-4% in mumbai from april 1,0
3/28/2022,state yet to name lowest bidder for tajpur port,2
3/28/2022,"rcap's entities attract 54 insurers, private equity firms",2
3/28/2022,adani total gas forays into ev segment,1
3/28/2022,adani total forays into electric mobility infrastructure,1
3/29/2022,adani group inks multi-year partnership with google,1
3/29/2022,navi mumbai airport project financial closure achieved: adani group,1
3/29/2022,adani power shares surge over 14%; hits 52-week high,2
3/29/2022,navi mumbai airport phase 1 by december 2024 as adani group achieves financial closure for the project,1
3/30/2022,adani group completes financial closure of navi mumbai airport,1
3/30/2022,"maharashtra: demand touches record high, but minister says no power cuts",2
3/30/2022,"adani wilmar shares extend gains, rise 9%",2
3/30/2022,kochi lacks enough cng outlets,1
3/31/2022,5-year scorecard: noida eyes jobs & business windfall,2
4/1/2022,adani wilmar share price climbs for 6th straight session,2
4/1/2022,"torrent power takes over power supply in dadra, daman, diu",1
4/2/2022,adani’s new jet reaches india through mihan-sez,2
4/2/2022,sardar vallabhbhai patel international airport in ahmedabad to assist flyers through video analytics,1
4/3/2022,"video analytics to aid flyers, detect odd behaviour at svpi",1
4/4/2022,adani university granted university status by gujarat assembly,2
4/4/2022,andhra pradesh cancels adani bids to supply imported coal,0
4/5/2022,"adani power scrip hits circuit as rajasthan discoms pay rs 3,000 crore",2
4/5/2022,combined wealth of indian billionaires grew 26% in fy22: report,2
4/6/2022,"stocks in the news: tata power, tata steel, adani power",1
4/6/2022,"adani backed adtl, israeli firm elbit form jv in bengaluru",1
4/6/2022,"with $90.7 billion, ambani richest asian",2
4/6/2022,lenders mull 90-day extension to close reliance capital resolution process,1
4/6/2022,draft regulation may up power bills in mumbai,1
4/7/2022,maharashtra reviewing bids in large coal import tender,1
4/8/2022,"adani green energy, adani transmission and adani enterprises to get $2 billion investment from abu dhabi's ihc",2
4/9/2022,"abu dhabi’s ihc to put rs 15,400cr in 3 adani cos",2
4/11/2022,adani green becomes 10th most valued firm with m-cap of rs 4.22 lakh crore,2
4/12/2022,"adani electricity shares tips to save energy, money while using ac this summer",2
4/12/2022,gautam adani is now richest billionaire in asia,2
4/12/2022,"gautam adani wealth soars over $100 billion, becomes 6th richest in world",2
4/14/2022,"punjab: moga farmers slam misinformation, say selling wheat to fci at adani silo",1
4/15/2022,"mumbai: over 5-hour power cut in juhu, khar amid sweltering heat",2
4/15/2022,gujarat cos outperform nifty from march low,0
4/18/2022,adani likely to attend biz summit,1
4/18/2022,air india staffers protest govt decision to evict them from staff quarters,1
4/19/2022,explain planned shutdown of jhajjar plant’s unit: herc,1
4/19/2022,"hillary clinton, ministers at times network eco conclave",1
4/20/2022,"adani-israel co jv, 13 others vie for drone scheme",1
4/20/2022,kolkata poised for big investments: ficci head,2
4/20/2022,mumbai airport asks air india to vacate land not core to its ops,2
4/20/2022,entrepreneurship & skills training to empower women,2
4/20/2022,"amid coal crunch, relief for power companies",2
4/21/2022,"adani means business, vows to invest rs 10,000 crore over 10 years in west bengal",2
4/21/2022,"west bengal: jsw announces 2 projects, wipro set to open second unit in rajarhat",2
4/21/2022,british pm boris johnson meets industrialist gautam adani,1
4/22/2022,"uk pm boris johnson-gautam adani meeting hints at collabs in defence, re",1
4/22/2022,"adani group to acquire india’s largest marine services company ocean sparkle for rs 1,530 crore",2
4/22/2022,"apsez arm acquires marine services provider ocean sparkle at enterprise value of rs 1,700 crore",2
4/22/2022,ut power dept to have revenue surplus of rs 20.54 crore in 2022-23,0
4/22/2022,"have spoken to adani power, will solve problem: harayna cm manohar lal khattar",1
4/22/2022,india to add $25 trillion to economy by 2050: gautam adani,2
4/22/2022,"khattar: have spoken to adani power, will solve power problem’",2
4/22/2022,india to add $25tn to economy by ’50: adani,2
4/22/2022,uk pm starts tour with bapu ashram visit and adani meet,1
4/22/2022,"adani group acquires hyderabad-based marine services player ocean sparkle for rs 1,530 crore",2
4/23/2022,"adani to buy top marine services co for ₹1,530cr",2
4/23/2022,"maharashtra units, adani step up to meet power demand",2
4/23/2022,"adani to buy top marine services co for rs 1,530cr",2
4/23/2022,"adani to buy india’s biggest marine services co for rs 1,530cr",2
4/23/2022,"notice to adani refinery over water pollution, depletion",1
4/23/2022,alibaug locals against jetty & cement unit,1
4/24/2022,surjewala asks cm about adani power pact,1
4/25/2022,"mcap of 8 of top-10 most valued firms tumble rs 2.21 lakh crore; infosys, hdfc bank biggest drag",0
4/25/2022,gautam adani surpasses warren buffett to become 5th richest person globally,2
4/25/2022,"gautam adani is now world’s 5th richest person, passes warren buffet",1
4/26/2022,billionaire adani said in advanced talks for holcim india units,1
4/26/2022,"adani 5th richest with $124 billion, overtakes buffett",1
4/26/2022,"india could become carbon neutral before its 2070 goal, irena chief says",1
4/26/2022,"dry forecast, 2,200 mw power shortfall making haryana sweat",2
4/26/2022,"tata tele, sanofi india, bank of india and other stocks in news today",1
4/26/2022,adani wilmar becomes 7th adani group company to cross rs 1 lakh crore market capitalisation,2
4/27/2022,adani in talks to buy holcim’s cement ops,2
4/27/2022,the way adani works,1
4/27/2022,maharashtra: all 27 state thermal units operational for first time in six decades; msedcl says zero load-shedding for six days,1
4/27/2022,govt tells states to step up coal imports for 3 years: report,2
4/27/2022,navi mumbai: airport eia report suggests scrapping of golf course project in seawoods,1
4/27/2022,gurugram: smoke chokes area but no aqi data as station hit by outages,0
4/27/2022,arrangement of 1500 mw additional power in next 10 days: haryana power minister ranjit singh,2
4/28/2022,"haryana minister says power shortage to end soon, hints at deal with adani",1
4/28/2022,"mumbai peak demand crosses 3,660mw even before may",2
4/28/2022,coal body suggests ‘energy trilemma’ for net zero emissions,1
4/29/2022,"mumbai: power consumption rises to 3,825 mw, crisis on cards",2
4/29/2022,"ipo round up: wealth funds of norway, singapore and abu dhabi to anchor lic ipo, campus activewear subscribed 51.7 times",2
4/29/2022,"haryana govt to buy 500mw, regulator frowns on ‘11th-hour’ measures",1
4/29/2022,30-day weed removing drive on at vellayani lake,2
4/29/2022,"supply still short, long outages continue in gurugram",2
4/30/2022,brace for more outages in haryana,2
4/30/2022,shell buys $1.6 billion solar co,2
5/2/2022,"daily peak power load around 4 pm in mumbai, reduce use of acs during this time: experts",1
5/2/2022,"kerala: 9,380 png connections provided till march 31",1
5/2/2022,"adani wilmar q4 profit down 26% to rs 234 crore; income up 40% to rs 15,023 crore",0
5/2/2022,haryana sending power to gujarat: aicc general secretary randeep singh surjewala,1
5/3/2022,‘up fabricating coal crisis to help pvt firm’,2
5/3/2022,"adani transmission gets nod for rs 3,850 crore investment by green transmission investment holding rsc",2
5/3/2022,"adani wilmar buys several brands, including 'kohinoor' to strengthen food business",2
5/4/2022,airport gets ev charging station,1
5/4/2022,adani total gas profit up 7% in fy 2022,2
5/4/2022,adani green energy posts rs 488 crore net profit in fy22,2
5/4/2022,mumbai airport raises $750 million from apollo to refinance exiting debt & new capex,2
5/4/2022,"adani green energy, kotak mahindra bank, spicejet and other stocks in news today",1
5/4/2022,adani wilmar buys kohinoor rice brand,1
5/4/2022,adani co buys kohinoor rice brand,1
5/5/2022,"adani power net profit surges to rs 4,645 crore in q4",2
5/5/2022,adani total gas net rises 7% to 510cr,2
5/5/2022,adani transmission net profit declines 4.2% during fy22,0
5/5/2022,agel posts 488cr net profit in fy22,2
5/5/2022,"dabur india, adani power, exide and other stocks in news today",1
5/6/2022,adani power net up 357x in q4 on prior period income,2
5/6/2022,adani powernet up 357xin q4 on priorperiod income,1
5/6/2022,adani powernet up 357x in q4 on prior period income,1
5/6/2022,mumbai: adani electricity disconnects power supply to siddharth colony as arrears mount over rs 102 crore,1
5/6/2022,"inflation, war force cos to shrink ipos",1
5/6/2022,"no outages now, except in industries: min",1
5/6/2022,hc reserves order on parsa coal block land acquisition plea,1
5/6/2022,"inflation, war force companies to shrink ipos",0
5/8/2022,visakhapatnam: cruise tourism raises vpt hopes,1
5/9/2022,adani airport holdings raised $250 million overseas debt,2
5/9/2022,siddharth colony faces power cut,1
5/9/2022,"adani airports raises $250 million for capex, option for another $200 million",2
5/9/2022,mumbai: central govt’s push to solar energy empowers more to make the switch,2
5/9/2022,projects worth rs 70k cr set to be launched in up on june 3,2
5/10/2022,"ntpc, adani ports, indigo, jsw group and other stocks in news today",1
5/10/2022,adani airport holdings raises $250mn for capex,2
5/10/2022,"jsw, adani set to battle for holcim's india cement assets: report",1
5/10/2022,adani airports raises $250mn,2
5/11/2022,adani ports moves hc over jnpa bid,1
5/13/2022,"adani enterprises, dubaifirm keen to invest in state",2
5/15/2022,adani to acquire holcim india assets for $10.5 bn,2
5/15/2022,84 workers at 42 airports found drunk on duty between jan 2021-mar 2022; 64% were drivers: dgca,1
5/15/2022,big names from india inc at uttar pradesh’s investors summit,2
5/15/2022,adani nears $10 billion deal for holcim india business,1
5/16/2022,adani electricity waiting for a serious calamity,1
5/16/2022,"slowdown in ipo market: only 16 ipos in first quarter of 22 against 23 a year-ago, amount raised down 60%",0
5/16/2022,"bharat forge, acc cements, century plyboards and other stocks in news today",1
5/16/2022,adani to cement holcim assets’ deal with $10.5bn,2
5/16/2022,"acc, ambuja cements shares rally after holcim india deal",2
5/16/2022,holcim to use proceeds from india sale on lower carbon acquisitions,2
5/16/2022,trademark suit: court rules in favour of adani group,1
5/16/2022,adani inks holcim deal through offshore spv,1
5/16/2022,adani to become india's no. 2 cement maker with $10.5 billion holcim deal,2
5/16/2022,adani to cement holcim assets' deal with $10.5 billion,2
5/17/2022,richest asian is also busiest dealmaker with a $17 billion spree,1
5/17/2022,"maharashtra nod to adani for 1,000-mw power line to boost mumbai supply",2
5/17/2022,"adani portfolio companies complete rs 15,400 crore transaction with ihc",1
5/18/2022,"gautam adani, mukesh ambani reap windfall from surging oil, coal",1
5/19/2022,"gautam adani targets health biz, forms arm for segment",1
5/19/2022,"adani targets health biz, forms arm for segment",1
5/19/2022,haryana buys power at cheaper prices from national grid,2
5/20/2022,"how ukraine war added billions to adani, ambani's wealth",1
5/20/2022,"mumbai: adani company takes over rs 5,000 crore project on rto land",2
5/20/2022,no power shortage in haryana now: minister,1
5/22/2022,andhra pradesh cm ys jaganmohan reddy kick-starts davos tour with strategic discussions and mous,1
5/22/2022,karnataka: 10-bed pediatric icu ventilator ward at karkala taluk hospital inaugurated,1
5/23/2022,adani electricity mumbai ltd asks its consumers to be vigilant against online frauds,1
5/23/2022,exclusive! sidharth malhotra visits girlfriend kiara advani as she shoots for ‘jugjugg jeeyo’ – watch video,1
5/24/2022,"adani group to invest rs 60,000 crore in ap green energy plants",2
5/24/2022,how adani is beating ambani in the billionaire race,2
5/24/2022,"adani group to invest rs 60,000 crore in green energy plants in andhra pradesh",2
5/24/2022,"gautam adani, karuna nundy, khurram parvez among time's '100 most influential people of 2022'",1
5/24/2022,"adani ports, maruti suzuki, ongc and other stocks in news today",1
5/25/2022,ev & renewable energy push may up india’s copper imports,2
5/26/2022,"'andhra pradesh in $16 billion pacts involving adani, gic-backed greenko'",1
5/26/2022,gautam adani’s food venture is best performing asia ipo,2
5/27/2022,"noida lists projects worth 8,500cr for june 3 ceremony",1
5/27/2022,"‘global cooperation a facade, india needs self-reliance’",1
5/27/2022,mumbai: adani electricity steps in; makes streetlights in parts of malad east functional,2
5/27/2022,india asks power producers to seek weekly payments to manage pricey coal imports,1
5/27/2022,adani acquires 50% stake in drone major to enter domestic agriculture sector,2
5/28/2022,adani arm acquires 50% of b’luru-based drone startup,2
5/28/2022,wife batters man back from goa trip,0
5/28/2022,adani green commissions country's first wind-solar hybrid power plant in jaisalmer,2
5/28/2022,70 kashi women complete threemonths skill development training,1
5/29/2022,adani green arm commissions hybrid power plant,1
5/30/2022,ambani and adani in race to be no. 1 in civilian drones,2
5/30/2022,"politician, celebrities among adani electricity consumers getting fake messages on 'power disconnection'",1
5/31/2022,mumbai power consumers get fake sms,1
5/31/2022,city power consumers get fake sms,1
6/1/2022,what is the msci india index and why it matters,1
6/1/2022,gautam adani shares hit by selloff in wake of msci index review,0
6/1/2022,mla files plaint against gas pipeline contractor,1
6/2/2022,"pm modi, yogi and top business tycoons attend up’s third groundbreaking event",1
6/2/2022,pm modi to launch over 1400 new projects at up investors' meet,2
6/2/2022,pm modi to attend up's third ground breaking ceremony on friday,2
6/3/2022,"pm modi, cm yogi adityanath & top biz tycoons at up’s 3rd groundbreaking event today",1
6/3/2022,yogi building foundation on which up’s trillion-dollar economy will be built: adani,1
6/3/2022,"pm modi to launch over 1,400 new projects worth rs 80,000cr at investors’ meet today",2
6/3/2022,ultratech to invest rs 13k cr to boost capacity,2
6/3/2022,navi mumbai: mns intervenes to restart feeding of airport dogs,2
6/3/2022,"essar power sells transmission line to adani transmission for rs 1,913 crore",2
6/3/2022,"adani seals deal to acquire essar’s inter-state transmission project for rs 1,913 crore",2
6/3/2022,"adani group to invest rs 70,000 crore in uttar pradesh",2
6/3/2022,"mukesh ambani regains spot as asia's richest, surpasses gautam adani",1
6/4/2022,adani buys essar’s power line biz in central india,1
6/4/2022,"up, adani grp’s mou for ammo manufacturing unit",1
6/4/2022,up of today will define india of tomorrow: adani,1
6/4/2022,"up breaks new business ground with rs 80,000 crore projects",2
6/4/2022,pm modi launches 80k crore projects at uttar pradesh investors’ meet,2
6/4/2022,"adani buys essar’s power line biz in central india for rs 1,913 crore",2
6/4/2022,stalemate over feeding strays at airport site ends,1
6/4/2022,seven new projects to make gb nagar data centre hub,2
6/6/2022,adani enterprises to set up hyper-scale data centre park at bengal silicon valley: report,1
6/6/2022,adani and gmr buy teams in ultimate kho kho,2
6/6/2022,"uae's ilt20 to be held from jan 6 to feb 12, 2023; reliance, kkr, gmr, adani own 4 out of 6 teams",1
6/7/2022,'uttar pradesh of today is the india of tomorrow',1
6/7/2022,can upstart adani dethrone cement king birla?,1
