Date,Title,myBERT
5/3/2018,top stock todaty adani power adani port lt finance matrimonycom pnb housing fin vedanta,1
5/3/2018,adani power q4 net loss narrow r 667 cr raise r 5k cr via sharebonds,1
5/3/2018,godrej patanjali among 4 fmcg giant ruchi soya,1
5/3/2018,adani port special economic zone q4 profit decline 19 940 cr,1
5/4/2018,adani port ’ fy2018 result line expectation moody ’ say,1
5/5/2018,kutch industry look private desalination plant,1
5/7/2018,patanjali make highest bid broke ruchi soya,2
5/12/2018,supreme court mull say homebuyers liquidation,2
5/15/2018,outdated software hit registration cng vehicle,1
5/15/2018,panel submit report july,1
5/24/2018,market capitalization 5 gujrat firm fall r 10000crore amid volatile market,2
5/25/2018,right direction cm feel well ldf,2
5/25/2018,market surge second day row sensex 34900mark,2
5/30/2018,hightension line spark safety worry grande,2
5/31/2018,massive fire gut adani group ’ edible oil warehouse modinagar,2
5/31/2018,adani group source granite port,1
6/2/2018,cng png cost adani gas hike price,2
6/4/2018,corporation go ahead lower rate,2
6/7/2018,adani coal handling unit scanner,1
6/11/2018,patanjali adani submit revised bid acquire ruchi soya,2
6/12/2018,adani group emerges highest bidder r 6000 crore offer ruchi soya,2
6/13/2018,advantage adani elbow ramdev ruchi soya bid round 1,1
6/13/2018,adani wilmar top bid ruchi soya,2
6/14/2018,‘ oommen chandy protected adani ’ interest ’,2
6/14/2018,regulatory body reserve order rinfraadani deal,1
6/18/2018,big indian deal fall short closure,0
6/18/2018,patanjali counter offer ruchi soya,2
6/18/2018,patanjali seek info adanis bid ruhi soya,2
6/20/2018,adani transmission acquires 100 equity ghatampur spv,1
6/21/2018,market open flat nifty close regaining 10800,2
6/21/2018,market open flat nifty close regaining 10800,2
6/21/2018,apl resume power supply gujarat discom,2
6/23/2018,hdil seek sell ghatkopar land right r 291cr face oppn,2
6/30/2018,swpl adani get pollution board nod coal handling mpt,1
7/23/2018,panel explores justifiable option stressed power project tata essar adani,2
7/24/2018,expect market today,2
7/26/2018,expect market today,2
7/29/2018,pm launch 81 investment project worth r 60k crore uttar pradesh,1
7/30/2018,rinfra close r 19k cr mumbai power biz sale adani next week,1
8/1/2018,sourcing granite adani group ignores local offer,1
8/6/2018,adani port q1 profit fall 9 r 697 cr,2
8/7/2018,adani power bleeding today ‘ outperform ’ future say expert,2
8/7/2018,adani transmission pat double r 169 cr q1,1
8/12/2018,adani get gas right 21 city bpcl bag 11,2
8/23/2018,adani foundation commits r 50 cr kerala flood relief,1
8/23/2018,adani foundation commits r 50 cr kerala flood relief,1
8/24/2018,ruchi soya 5 pc lender approve adani wilmars r 6000cr bid,1
8/24/2018,adani foundation pledge r 50 crore,1
8/24/2018,patanjali move nclt ruchi soya lender approving adani wilmar bid,1
8/24/2018,exdiplomats question india ’ stand foreign aid,1
8/30/2018,‘ rinfra debtfree next year ’,2
8/30/2018,adani wilmar use recyclable plastic 1 litre pouch fortune edible oil,1
9/5/2018,rafale ricochet adani ’ part ak rifle project govt tell russia,1
9/9/2018,cng png price hiked ahmedabad,2
9/13/2018,msedcl tata power tariff go best ’ drop,2
9/17/2018,adani ioc bpcl torrent big winner city gas licence,1
9/18/2018,govt favouring adani group alleges congress,1
9/19/2018,’ quash proceeding adani co clarifies govt,2
9/20/2018,adani get bombay high court relief coal import case,1
9/27/2018,adani group invest infrastructure u ’ khand,1
10/11/2018,gujarat seek sc stamp rescue plan tata adani essar power plant,1
10/14/2018,govt file police complaint adani ’ ‘ doctored ’ video,1
10/14/2018,govt file police complaint adani ’ ‘ doctored ’ video,1
10/14/2018,total talk buy stake adanis lng city gas project,1
10/14/2018,total talk buy stake adanis lng city gas project,1
10/17/2018,sensex jump 267 point tracking global cue strong earnings,2
10/24/2018,demand peak temp rise mumbra kamothe suffer massive power cut,2
10/31/2018,adani power net profit grows 22 pc r 387 cr julsep qtr,1
11/3/2018,adani transmission q2 net profit 43 r 95 crore,1
11/3/2018,power cost rise postsupreme court order compensatory tariff,1
11/4/2018,adani transmission buy kecs transmission firm r 227 crore,2
11/19/2018,jnpt vie adani jsw posco dighi port,2
11/19/2018,jnpt vie adani jsw posco dighi port,2
11/19/2018,r 3400cr invested odisha city gas distribution project,1
11/20/2018,piped gas bidding soon pollution solution sight,2
11/22/2018,biz tie india 4 sector say oz pm,2
11/22/2018,adani project progressing meet norm aussie government,1
11/22/2018,inflated power bill complaint pour,1
11/27/2018,coal scam sc asks sit file fresh status report probe former cbi director ranjit sinha,1
11/28/2018,sc lens coal block allocation adani jv,1
11/29/2018,adani press ahead controversial coal mine australia selffinancing,1
11/30/2018,woman protest ‘ inflated ’ power bill friday,0
11/30/2018,activist question merc ’ benefit adani,1
12/1/2018,inflated electricity bill maharashtra cm directs energy minister look complaint,1
12/1/2018,two acquitted adani kidnapping case,1
12/4/2018,bjp chief meet energy min inflated power bill,1
12/4/2018,gujarat ’ imported coal order push tariff 5 state,1
12/5/2018,merc tell firm explain inflated power bill,1
12/6/2018,cabinet cm order merc probe ‘ inflated ’ power bill,1
12/7/2018,merc decide today ‘ inflated ’ power bill,2
12/7/2018,welcome merc statement power firm,1
12/7/2018,merc find increase billed consumption adani consumer unduly high,2
12/8/2018,adani electricity bill october appear ‘ unduly high ’ merc,2
12/8/2018,adani electricity bill october appear ‘ unduly high ’ merc,2
12/10/2018,record power firm checked merc chief,1
12/10/2018,power cost tata power writes punjab amend ppa,1
12/11/2018,8 special camp redress adani bill,1
12/11/2018,incorrigible mcgb adani power mmrda,1
12/12/2018,8 special camp redress adani bill,1
12/14/2018,india first pvt uav facility take hyderabad,1
12/14/2018,india first pvt uav facility take hyd,1
12/15/2018,mumbai congress worker protest inflated power bill outside adanis bhayander office,1
12/16/2018,congress protest power bill mumbai turn ugly,1
12/24/2018,patanjali say still interested ruchi soya lead bidder adani wilmar raise asset concern,2
12/27/2018,jjm alleges violation adani plant firm say followed rule,2
12/27/2018,2018 see ambanis adanis mittal promising huge investment,1
1/2/2019,adani gas limited revise cng png price,1
1/7/2019,crucial merc hearing held today,2
1/9/2019,adani group log digital infra space data center,1
1/9/2019,ap sign mou adani group set world ’ first 100 renewables powered data centre park vishakhapatnam,1
1/10/2019,adani log data r 70000 crore ap plan,1
1/10/2019,adani log einfra r 70000crore data centre,1
1/13/2019,adani electricity caution flying kite makar sankranti,2
1/14/2019,hc fine sarpanch frivolous plea company,1
1/15/2019,maharashtra hike tax electricity 10 paiseunit eye r 90 crore month,1
1/16/2019,navanagar resident stop buying lpg cylinder soon,2
1/16/2019,msedcl seek recover rs4200cr utility firm,1
1/17/2019,adani foray petrochemical r 16000 crore plant jv basf,1
1/18/2019,adani announces r 55000 cr investment gujarat next 5 year,2
1/19/2019,dharavi redevelopment 1 lakh rehab tenement needed,2
1/19/2019,corporate czar move mountain,2
1/24/2019,mp keen attract investment say cm davos,1
1/25/2019,electricity theft grace adani local dept,1
1/27/2019,power outage metro work mumbai consumer get electricity alternate source,1
1/29/2019,adani group stock dive market speculation,1
1/31/2019,dubai group quote r 7500cr dharavi ’ redevelopment adani r 4500cr,1
1/31/2019,adani welspun set logistics park hyd,2
2/7/2019,adani green energy loss widens r 11874 cr q3,1
2/10/2019,ioc adani hpcl biggest bidder city gas licence,1
2/13/2019,pollution board police get complaint,1
2/13/2019,adani transmission profit drop 7752 pc r 18922 cr q3,1
2/13/2019,civic group caution giving land adani near heritage site,1
2/14/2019,adani gas net 13 pc dec quarter strong volume growth,2
2/14/2019,adani power cabling wrk bad,2
2/14/2019,adani transmission q3 net soar 89 pc removing exceptional income,1
2/16/2019,privatisation gmr adani bid 6 aai airport,2
2/22/2019,board allows coal operation mpt penalising jsw adani,1
2/23/2019,adani logistics set acquire agrilogistics arm ael,1
2/25/2019,adani group bid highest operate trivandrum international airport,1
2/25/2019,adani group win bid operate 5 airport 50 year,1
2/26/2019,airport privatization per law centre,1
2/26/2019,3 finance corporation set bcs telangana,2
2/26/2019,adani bag guwahati airport win bid operate 50 year,2
2/28/2019,ksidc move hc trivandrum airport tender process,1
3/1/2019,state support adani take airport pinarayi vijayan pm modi,1
3/1/2019,government seek csr fund firm improve education rajasthan,1
3/3/2019,oil regulator reject adani gas application cng retailing jaipur udaipur,1
3/3/2019,govt approves adani power r 14000cr jkhand sez project,1
3/5/2019,mukesh ambani 13th richest world forbes,1
3/5/2019,hc notice power tower farmland,1
3/6/2019,tata power consumer base cross 7 lakh mumbai,1
3/7/2019,cpm asks adani group opt airport contract,1
3/8/2019,congress mla counter jvmp claim say people favour adani power plant godda,1
3/9/2019,due process followed leasing airport adani,2
3/12/2019,online poll reveal overwhelming support,1
3/16/2019,adani upcl ngt directs karnataka conduct carrying capacity study,1
3/27/2019,adani becomes 1st indian port operator record 200 mt cargo movement,1
3/28/2019,tatas foray airport buy stake gmr,2
4/3/2019,private player operate district stp mayend,1
4/4/2019,tatas foray airport buy stake gmr,2
4/6/2019,probe inflated power bill delayed nearly month,2
4/8/2019,india third largest solar market 2018 top 10 company bag 60 project,1
4/8/2019,adani power secures letter intent acquire korba west power company,1
4/12/2019,cerc approves higher tariff adani power 2 gw capacity mundra plant,1
4/13/2019,adani ’ mundra project get nod higher tariff,2
4/15/2019,cerc nod higher tariff adani power mundra plant positive measure icra,1
4/16/2019,3 lakh youngster benefit adanis udaan,1
4/17/2019,hc stay tender mandating coal transport adani ’ port,1
4/17/2019,court stay tender nlc coal transport,1
4/17/2019,adani urge govt give fair go australia coal mine project,1
4/17/2019,adani urge govt give fair go australian coal mine project,1
4/20/2019,jaypee infratech lender committee discus revised bid april 26,2
4/20/2019,jaypee infratech lender committee discus revised bid april 26,2
4/20/2019,imported river sand lying unused ennore port month,1
4/21/2019,adani group win project across coal gas highway competitive bidding,1
4/22/2019,jaypee lender unlikely entertain possible adani bid,2
4/22/2019,jaypee lender unlikely entertain possible adani bid,2
4/26/2019,adani fray jaypee nbcc sweetens deal,1
5/1/2019,modi chowkidaar capitalist ran away people ’ money sidhu,2
5/5/2019,next adani generater,1
5/7/2019,cyclone fani adani group donates r 25 crore odisha chief minister ’ relief fund,1
5/7/2019,cyclone fani adani group commits r 25 crore odisha,1
5/11/2019,amc damage adani gas pipeline vejalpur,1
5/14/2019,adani develop container terminal port myanmar,1
5/16/2019,protest fade godda village welcome progress come adani plant,2
5/23/2019,whats adani electricity,1
5/24/2019,australia state say final approval adanis coal mine decided within three week,1
5/27/2019,adani port q4 profit 41 r 1314 crore,1
5/29/2019,adani enterprise q4 profit rise 47 pc r 266 cr,1
5/29/2019,adani submits nonbinding bid jaypee infra offer r 1700 cr complete housing projs,1
5/29/2019,adani power register r 63464 cr profit q4,1
5/30/2019,ambani tata corporate honcho attend pm oath ceremony,2
5/31/2019,india inc swears nda ii see policy continuity reform,1
6/5/2019,merc accident driver ’ drunk say cop,2
6/11/2019,tribal stir chhattisgarh halt mining bailadila,2
6/12/2019,bs india inx launch dedicated platform trading green bond,1
6/14/2019,resist attempt hand thiruvananthapuram airport adani group kerala cm,1
6/14/2019,france ’ total close buying 30 adani gas 1 billion,2
6/17/2019,amit jogi lodge complaint chhattisgarh cm insulting mother,1
6/21/2019,moody assigns baa3 adani port proposed bond,2
6/22/2019,government dighi port uturn latest blow insolvency,1
6/25/2019,adani power acquire gmr chhattisgarh energy,2
6/27/2019,ahmedabad man light beedi gas leak set fire,2
6/27/2019,hc disposes 9yearold pil adani ’ mine near tadoba,1
7/3/2019,government clear leasing ahmedabad lucknow mangaluru airport adani group,1
7/3/2019,electricity part mumbai suburb,1
7/4/2019,union cabinet put decision ’ puram airport hold,2
7/4/2019,adani group set run mangaluru airport 50 year,1
7/4/2019,‘ adani wrong issuing adjusted inflated power bill ’,0
7/9/2019,adani port board consider raising usd 700 mn via foreign currency bond,1
7/10/2019,birla adani lucknow july 2829,1
7/12/2019,adani port board approves raising usd 700 mn via foreign currency bond,1
7/12/2019,adani port board approves raising usd 700 mn via foreign currency bond,1
7/15/2019,11 nifty50 company deviate sebi rule,2
7/17/2019,jaypee insolvency nclat asks idbi bank furnish condition fresh bidding,2
7/18/2019,uproar lok sabha mention ambanis adanis,1
7/18/2019,guj discom seek review sc order,1
7/19/2019,mention ‘ ambanis adanis ’ hots house discussion,2
7/27/2019,‘ seek r 965 crore adani power water project ’,2
7/29/2019,yogi adityanath ended politicization bureaucracy say amit shah,2
7/29/2019,yogi adityanath ended politicization bureaucracy say amit shah,2
7/29/2019,amit shah hail yogi adityanath cm launch 250 project worth r 65000 crore,2
7/29/2019,ioc adani invest r 9600 cr city gas project,1
8/1/2019,u fund lifeline zee pick 11 r 4200 crore,2
8/2/2019,adani power completes acquisition gmr chhattisgarh energy,1
8/3/2019,adani group check running airport form new company,1
8/4/2019,australian artist protesting adani mine birdthemed art,1
8/5/2019,lathergy adani electric,1
8/5/2019,scrapping special status kashmir empower people jk india inc,1
8/7/2019,adani port q1 net profit jump 4750 pc r 1029 crore,2
8/7/2019,adani power q1 net loss r 26339 cr,1
8/7/2019,adani gas q1 net jump 43 pc higher gas sale,2
8/7/2019,adani green energy q1 loss widens r 9744 cr,1
8/8/2019,adani transmission q1 profit 26 pc r 213 cr,1
8/8/2019,adani enterprise q1 profit 7fold r 570 cr,1
8/13/2019,resident protest power cut adani office,1
8/14/2019,10fold increase power bill jolt kandivli local,1
8/30/2019,adanis buy essel group ’ 3 solar power unit r 13k crore,2
9/8/2019,mumbai airport stake adanis move hc gvk bid stall deal,1
9/9/2019,tycoon investor summit see magnificient madhya pradesh,1
9/11/2019,adani power tiroda plant get merc nod higher coal price,2
9/12/2019,adani group put lastminute bid indian navy r 45000crore submarine project,1
9/13/2019,adani power arm regl supply 295 mw tamil nadu telangana power ministry scheme,1
9/13/2019,adani power arm regl supply 295 mw tamil nadu telangana power ministry scheme,1
9/15/2019,adani street light,1
9/18/2019,adani power supply 185mw tamil nadu 3 year,1
9/23/2019,nclat asks dighi port submit comparative analysis proposal adani sez promoter,1
9/24/2019,adani power plant bring development godda jharkhand cm,2
9/24/2019,high court want know tangedco ’ pvt purchase price,2
9/26/2019,adani,1
9/26/2019,apply power connection navratri pandals low rate mumbai,1
9/26/2019,trivandrum airport adani group prepares ‘ takeoff ’,2
10/3/2019,adani port harm livelihood 1 crore people kamal haasan,1
10/7/2019,bawankule denied ticket adani congress,2
10/7/2019,foundation review swachhagraha project award school student,1
10/8/2019,mumbai pole crash bike kill pillion rider,1
10/14/2019,total group purchase 374 share adani gas limited,1
10/14/2019,total buy 37 adani gas r 5700 crore,2
10/14/2019,adani gas share zoom 95 pc total deal,1
10/16/2019,rahul gandhi likens modi government pickpocket,2
10/16/2019,fake alert pm modi ’ bowing front adani ’ wife,1
10/16/2019,gvk lens whistleblower plaint,1
10/17/2019,adani partner uaes adnoc germany basf 4 bn chemical venture,1
10/17/2019,nclat give go ahead nclt mumbai decide adani port bid dighi port,2
10/17/2019,hc quashes lr issued adani coal import case,1
10/18/2019,uae german company may back basfadani jv,1
10/18/2019,high court relief adani r 29000 crore import case,1
10/18/2019,adani award aud 100 mn rail contract martinus rail australia,1
10/19/2019,business bigwig chirp indores swachhta social medium,1
10/27/2019,happy diwali gvk group secures r 7614 crore funding prevent takeover adani group,1
10/29/2019,adani group partner usbased digital realty build data centre infra india,1
10/30/2019,adani tie u company data centre,1
11/1/2019,adani port sez get national csr award,1
11/5/2019,mial stake row adani seek hc nod close bidvest deal,2
11/6/2019,battle stake mumbai airport hc refuse interim relief adani,1
11/7/2019,adani transmission see twofold jump q2 net profit r 230 cr,2
11/7/2019,adani dial final 4 jewar airport race,2
11/7/2019,mumbai airport hc refuse relief adani company,1
11/10/2019,100 indian ceo deepika padukone visit davos 50th wef annual meet,1
11/11/2019,adani port q2 result today,1
11/12/2019,adani gas q2 net double r 120 cr,1
11/13/2019,adani power net profit nosedive r 388 cr sept quarter,1
11/14/2019,cci approves adanis 235 pc stakebuy mumbai international airport,1
11/15/2019,community member raise r 45 crore last rite gachchadhipati,2
11/17/2019,essar steel adani gail hpcl buy bulk reliance gas,2
11/18/2019,ioc gail pay adani 5 charge lng terminal dharmendra pradhan,1
11/28/2019,cci approves 374 stakebuy joint control adani gas total group,1
11/29/2019,adani gas share zoom nearly 8 pc cci approves stakebuy total group,1
11/29/2019,swiss firm zurich airport ag develop jewar airport outbids dial adani,1
11/29/2019,new world fund sell adani port share worth r 401 cr,1
11/30/2019,zurich ag outbids adani dial jewar airport,1
12/2/2019,major ‘ make india ’ defence project taken 6 yr,2
12/11/2019,qatar sovereign wealth fund qia buy 251 pc stake adani electricity mumbai r 3200 cr,1
12/12/2019,qatar fund buy 25 adani electricity r 3200 crore,2
12/14/2019,adani transmission get loi project maharashtra,2
12/17/2019,government talking 25 large corporates bid resolve problem boost investment,1
12/18/2019,leasing trivandrum airport hc dismisses kerala govts plea,2
12/19/2019,thanks adani electricity,2
12/19/2019,hc dismisses state govt ’ plea tvm airport,1
1/7/2020,ahead budget pm modi pick business baron brain slump,2
1/8/2020,supreme court revives overseas probe gautam adani ’ firm,1
1/8/2020,supreme court revives overseas probe gautam adani ’ firm,1
1/11/2020,sc stay hc order dri letter,1
1/11/2020,5year power tariff home user best tata seek hike adani cut,1
1/11/2020,hc relief adanis stockrigging case,1
1/12/2020,sailing forward handle 400 mmt cargo 2025,2
1/14/2020,navy ministry defence tussle biggest submarine project,1
1/16/2020,congress govt favouring adani group r 45000 crore sub deal,1
1/17/2020,cbi file fir adani firm coalsupply case,1
1/19/2020,donald trump angela merkel imran khan attend wef davos 100 indian ceo also present,1
1/23/2020,adani aim world ’ largest solar co 2025,1
1/24/2020,kerala new outlet give push cng vehicle,2
1/24/2020,district administration crack whip ioagpl expedite work,1
1/31/2020,tmaadani honour startup company,1
2/9/2020,gautam adani meet naveen patnaik talk dhamra port expansion,1
2/14/2020,adani group sign agreement aai running ahmedabad lucknow mangaluru airport 50 year,1
2/15/2020,ahmedabad sport club buy 60000 square yard land adani kin firm,2
2/18/2020,adani electricity cable layer need training,1
2/21/2020,adani vidya mandir ahmedabad surguja conferred samagra shiksha empowering india award,1
2/21/2020,adani vidya mandirs win samagra shiksha award,1
2/25/2020,student 2000 school sensitised electricity safety cleanliness,1
3/5/2020,ahmedabad physician beat oncologist wife phone use,1
3/15/2020,aipef demand cancellation ppa adani mp,1
3/19/2020,jharkhand 5 chinese engineer set join work 28day quarantine,1
3/21/2020,covid19 adani electricity facilitates digital payment mode encourages customer stay indoors,1
3/30/2020,adani sajjan jindal pledge r 100 crore kotak r 60 crore,1
4/4/2020,ahmedabad gautam adani employee contribute r 4 crore pm fund,1
4/8/2020,tata steel adani donate r 11 crore cm relief fund,1
4/9/2020,adani gas limited gujarat gas limited reduce cng png price,1
4/9/2020,adani foundation aid woman shgs making mask,1
4/10/2020,adani wilmar tie swiggy deliver edible oil food product,1
4/11/2020,cooking oil production 40 adani wilmar,1
4/12/2020,maharashtra discoms turn energy exchange shun costly ppas,1
4/15/2020,gautam adani say indian economy bounce back low inflicted covid19,2
4/15/2020,covid19 helped rediscover hope goodness,2
4/16/2020,mumbai adani electricity supply power emergency basis quarantine area,1
4/20/2020,got chance spend time family many year deepak punia,2
5/17/2020,crisishit airline save r 1000 crore govt free airspace,2
5/28/2020,gautam adani see covid19 opportunity faster transition clean energy,1
6/3/2020,cyclone nisarga power cut likely today due forced shutdown mumbai,1
6/4/2020,india couldve faced unmitigated disaster govt taken timely action covid19 adani,1
6/6/2020,iimb host webinar communication virtual world,1
6/7/2020,better time bet india say billionaire gautam adani,2
6/8/2020,adani green energy win world largest solar bid worth 6 billion,1
6/9/2020,gautam adani say promoter dilute 1015 stake adani green,1
6/10/2020,promoter dilute 1015 adani green,1
6/12/2020,igi operator told give revised tariff projection,2
6/18/2020,collector asks oil firm expedite kochi gas project,1
6/18/2020,mumbai brace spike power bill reading start,1
6/19/2020,mumbai june electricity bill amount recovered three equated instalment say power expert,1
6/23/2020,adani offer r 3265 crore take power co pvt,1
6/23/2020,adani power sign pact buy 49 stake aes odisha power generation corporation,1
6/23/2020,postcovid19 billionaire list poonawalla gain ambani bounce back,2
6/23/2020,mumbai region power user feel heat ‘ inflated ’ bill,1
6/24/2020,adani power sign pact buy aes ’ 49 stake opgc,2
6/25/2020,mumbai region electricity consumer irked emi option given pay inflated bill,1
6/25/2020,prasanna karthika nair complains heavy eb bill covid19 lockdown,1
6/26/2020,adani electricity charged 3 timesof bill,1
6/27/2020,adani bag transmission deal boost supply mumbai,1
6/27/2020,adani green energy get shareholder nod raise r 2500 crore,2
6/28/2020,taapsee latest complain steep eb bill lockdown,2
6/30/2020,netizens kickstart memefest social medium bollywood twist inflated electricity bill,0
7/2/2020,adani start video call resolve power bill issue,1
7/2/2020,mumbai adani electricity start video call hear bill woe,1
7/3/2020,bombay hc defers two pil high power bill another bench next hearing tuesday,1
7/4/2020,commercial space chandigarh railway station time given bidding,1
7/4/2020,gujarat adani build infra hazira restart roro ferry service,1
7/6/2020,railway seek make private player journey smoother,2
7/7/2020,50 use power led hefty bill adani ceo,1
7/7/2020,adanis buy kalpataru ’ power project,1
7/7/2020,highly inflated adani electricity bill,1
7/10/2020,india good example solar auction gain popularity amid covid19 pandemic un chief,1
7/10/2020,adani offer zerointerest emi ‘ inflated ’ electricity bill payment,1
7/16/2020,maharashtra aap demand waiver power bill upto 200 unit launch hisaab campaign,1
7/20/2020,higher tariff revocation reduce power rate gujarat government,1
7/20/2020,higher tariff revocation reduce power rate gujarat government,1
7/21/2020,privatisation jaipur airport postponed till march 2021,1
7/22/2020,bombardier gmr among 16 show interest private train,1
7/27/2020,mumbai bhajji left stumped r 34000 power bill,2
8/1/2020,mlas reach jaisalmer special fight,2
8/4/2020,adani group suraksha sunteck realty submit eoi acquire debtladen hdil,1
8/10/2020,baba ramdevs patanjali considers bidding ipl vivo retires short notice,2
8/15/2020,india selfreliance determine high flag freedom fly india inc,1
8/18/2020,mumbai power company float tender 7 lakh smart meter,1
8/20/2020,govt clear running jaipur guwahati ’ puram airport ppp way 50 year,1
8/21/2020,aai letter soon adani group operate jaipur airport,1
8/21/2020,kerala govt seek stay leasing trivandrum airport adani group,1
8/21/2020,adani group may face several hurdle ahead,1
8/22/2020,mial ownership structure likely change soon adani landing,2
8/22/2020,trivandrum international airport handover subject writ petition say hardeep puri,2
8/22/2020,leasing trivandrum airport kerala govt move hc,1
8/23/2020,law firm linked adani jr advised govt airport bid,1
8/23/2020,firm adani link aided kerala govt airport bid,1
8/24/2020,confidence motion kerala assembly airport bid amount leaked adani group say vd satheesan,1
8/25/2020,kerala congress level 3 new graft allegation,1
8/25/2020,warring front unite trivandrum airport cause,2
8/31/2020,adani group acquire 74 stake mumbai airport take upcoming navi mumbai airport also,1
9/2/2020,mumbai navi mumbai airport group transformational platform say gautam adani,1
9/3/2020,sc order discoms repay adani r 5k cr burden likely,1
9/3/2020,coronavirus hit travel adani ready india aviation growth,2
9/4/2020,ap okay adani acquisition krishnapatnam cvr group,1
9/6/2020,jharkhand couple drove 1200km write exam get air ticket return journey,2
9/9/2020,rajasthan hc order status quo adani solar project jaisalmer dist,1
9/13/2020,adani group likely review navi mumbai airport design,1
9/13/2020,privatisation trivandrum airport finance minister urge tharoor rethink position favouring adani group,1
9/15/2020,air india choice privatising closing say puri,1
9/15/2020,maharashtra adani takeover twin city airport clear hurdle embarrassment,2
9/16/2020,60000 cr debt air india close privatised puri,1
9/16/2020,flyfromixe campaign handled young aviation enthusiast namma kudla take,2
9/17/2020,kutch power world ’ largest park,1
9/25/2020,adani tata gmr among 43 firm show interest csmt redevelopment project railway,2
9/26/2020,adani tatas among 43 prebid meet csmts redevelopment,2
9/28/2020,gautam adani debunks gdp rhetoric say india 2nd largest economy 2050,1
9/29/2020,mukesh ambanis wealth shoot 73 r 658 lakh crore adani move net worth ranking,2
9/29/2020,adani wilmar expands range personal care product,1
9/30/2020,commercial mining vedanta adani hindalco jspl among 42 bidder coal block,1
9/30/2020,ahmedabad adani gear take sardar vallabhbhai patel international airport november,1
10/2/2020,‘ sim satyagraha ’ farmer punjab turning corporates,2
10/2/2020,kochi 6 household got png connection 5 yr,1
10/4/2020,pm modi work adani ambani say rahul gandhi,2
10/8/2020,jewar airport ’ guiding template swiss tech indian warmth,1
10/8/2020,adani group asked take ahmedabad lucknow mangaluru airport november 12,1
10/13/2020,mumbai power outage supply restored pocket experiencing cut due localised issue,1
10/16/2020,adani green transfer 3 solar asset total jv r 1632cr,1
10/16/2020,rebuilding mumbai airport ’ terminal 1b may adani ’ first task,1
10/18/2020,kochi local body speed procedure gas project,1
10/19/2020,hc dismisses kerala govts petition thiruvananthapuram airport lease adani group,1
10/19/2020,adani vikhroli substation ready maharashtra cm deadline,2
10/20/2020,government plea trivandrum airport dismissed,2
10/22/2020,adani group takeover ahmedabad lucknow mangaluru airport november 7,1
10/23/2020,dhfl ’ creditor may seek higher bid oaktree,1
10/23/2020,ahmedabad firm restrained using ‘ adani ’ trademark,1
10/24/2020,adani electricity offer nointerest emi option,1
10/25/2020,r 600crore data centre coming greater noida,2
10/26/2020,torture demand dowry male child,1
10/27/2020,discoms told study mumbai develop emergency grid,1
10/31/2020,adani group add new chapter business mangaluru international airport,1
10/31/2020,aai hand mangaluru airport adani group lease 50 year,2
11/1/2020,vedanta adani among others race coal block auctioned commercial mining mon,1
11/1/2020,mangaluru adani group take management mia,1
11/2/2020,reliance start gas production rseries field novemberdecember,1
11/3/2020,online campaign call renaming mangaluru international airport kotichennaya,1
11/3/2020,billionaire adani set develop sri lanka ’ port terminal,1
11/4/2020,council give nod dig road kochi gas project,1
11/5/2020,congress ups ante handing mangaluru airport adani group,1
11/6/2020,stake goa ’ road rail project say adani group,1
11/6/2020,congress ups ante handing mangaluru international airport adani group,1
11/7/2020,adani take ahmedabad airport run 50 year,1
11/7/2020,telangana ’ largest fdi r 20000 crore city delivered via amazon,1
11/9/2020,oil regulator give 251 day ioc adani gas others complete work,1
11/10/2020,mangaluru congress protest handing mia maintenance adani,1
11/11/2020,bidder hike dhfl offer oaktree ’ remains largest,2
11/12/2020,gujarat adani lead india ’ energy strategy say report,1
11/12/2020,diwali diwali gujarat company deliver big return,2
11/19/2020,adani guaranteed customer 6 billion indian solar project report,1
11/19/2020,chandigarh adani tata enter race power department privatisation,1
11/19/2020,karnataka ‘ pilinalike ’ get due prominence mangaluru international airport,1
11/20/2020,chandigarh better performance earn power firm incentive,2
11/20/2020,bravo adani electricity,1
11/21/2020,mumbai adani launch video contact centre plan smart meter,1
11/21/2020,coal protester demand sbi stop financing adani ’ australia project,1
11/22/2020,govt send proposal rename mangaluru airport kotichennaya dakshina kannada mp nalin kumar kateel,1
11/25/2020,adani data park develop potential,1
11/28/2020,nse turnover hit record r 15l cr msci ’ rejig,2
11/29/2020,defiant farmer threaten intensify protest reject centre condition top development,1
11/30/2020,improve dhfl offer forfeit deposit recovery public money adani,1
12/2/2020,rohatgi advises fresh bid dhfl,2
12/8/2020,‘ procorporate ’ farm law revoked tweet rahul gandhi,2
12/8/2020,bharat bandh today farmer hold protest across state key point,2
12/9/2020,adani group say buy food grain farmer manages storage fci,1
12/9/2020,india produce cheapest electricity renewable source gautam adani,1
12/9/2020,mumbai adani electricity give 30 subsidy energy saving fan 50000 home consumer,1
12/10/2020,energy saving fan 50000 adani user mumbai suburb,1
12/10/2020,india ’ gdp set hit 28tn ’ 50 adani,2
12/11/2020,farmer group blame centre interrupting talk process,1
12/11/2020,trade union support farmer agitation saying bharat bandh december 8 successful,2
12/14/2020,billionaire survivor ransom terror attack rival mukesh ambani,1
12/15/2020,usbased pe oaktree top dhfl bidder r 37000 crore,2
12/15/2020,iimbangalore student get 529 offer 130 company,1
12/17/2020,priyanka ’ claim railway ‘ misleading ’ clarifies govt,1
12/21/2020,bcci agm member serious question sourav ganguly bcci president enough answer,1
