,Date,Title
2906,2022-03-20," 4,006 crore spent so far for Vizhinjam port construction "
2907,2022-03-22, Industry one step closer to getting contract for 5 PSLVs 
2908,2022-03-22," Following opposition from farmers, FCI withdraws move to link mandis to private silo in Haryana "
2909,2022-03-22, adani Power board okays merger of six arms with itself 
2910,2022-03-23,Adani Power inks MoU with IHI Corp; Korean firm
2911,2022-03-23," adani Power inks MoU with IHI Corp, Korean firm "
2912,2022-03-23, APSEZ handled 300MMT cargo 
2913,2022-03-24, Uproar over power purchase from private firm 
2914,2022-03-24," adani, L&T among firms keen to build satellite launchers: Govt "
2915,2022-03-25, adani highest bidder for West Bengal's Tajpur deep-sea port 
2916,2022-03-26, MSEDCL & Tata Power tariffs to go down 2-4% in Mumbai from April 1 
2917,2022-03-28, State yet to name lowest bidder for Tajpur port 
2918,2022-03-28," RCap's entities attract 54 insurers, private equity firms "
2919,2022-03-28,Adani Total Gas forays into EV segment
2920,2022-03-28, adani Total Gas forays into EV segment 
2921,2022-03-28," RCap's entities attract 54 insurers, private equity firms "
2922,2022-03-28, adani Total forays into electric mobility infrastructure 
2923,2022-03-28,Adani Total forays into electric mobility infrastructure
2924,2022-03-29,Adani Group inks multi-year partnership with Google
2925,2022-03-29, Navi Mumbai airport project financial closure achieved: adani Group 
2926,2022-03-29, adani Group inks multi-year partnership with Google 
2927,2022-03-29, adani Power shares surge over 14%; hits 52-week high 
2928,2022-03-29, Navi Mumbai Airport phase 1 by December 2024 as adani Group achieves financial closure for the project 
2929,2022-03-30,Adani Group completes financial closure of Navi Mumbai airport
2930,2022-03-30, adani Group completes financial closure of Navi Mumbai airport 
2931,2022-03-30," Maharashtra: Demand touches record high, but minister says no power cuts "
2932,2022-03-30," adani Wilmar shares extend gains, rise 9% "
2933,2022-03-30, Kochi lacks enough CNG outlets 
2934,2022-03-31, 5-year scorecard: Noida eyes jobs & business windfall 
2935,2022-04-01, adani Wilmar share price climbs for 6th straight session 
2936,2022-04-01," Torrent Power takes over power supply in Dadra, Daman, Diu "
2937,2022-04-02, adani’s new jet reaches India through Mihan-SEZ 
2938,2022-04-02, Sardar Vallabhbhai Patel international airport in Ahmedabad to assist flyers through video analytics 
2939,2022-04-03," Video analytics to aid flyers, detect odd behaviour at SVPI "
2940,2022-04-04, adani University granted university status by Gujarat assembly 
2941,2022-04-04, Andhra Pradesh cancels adani bids to supply imported coal 
2942,2022-04-05," adani Power scrip hits circuit as Rajasthan discoms pay Rs 3,000 crore "
2943,2022-04-05, Combined wealth of Indian billionaires grew 26% in FY22: Report 
2944,2022-04-06," Stocks in the news: Tata Power, Tata Steel, adani Power "
2945,2022-04-06," adani backed ADTL, Israeli firm Elbit form JV in Bengaluru "
2946,2022-04-06," With $90.7 billion, Ambani richest Asian "
2947,2022-04-06, Lenders mull 90-day extension to close Reliance Capital resolution process 
2948,2022-04-06, Draft regulation may up power bills in Mumbai 
2949,2022-04-07, Maharashtra reviewing bids in large coal import tender 
2950,2022-04-08," adani Green Energy, adani Transmission and adani Enterprises to get $2 billion investment from Abu Dhabi's IHC "
2951,2022-04-09," Abu Dhabi’s IHC to put Rs 15,400cr in 3 adani cos "
2952,2022-04-11, adani Green becomes 10th most valued firm with m-cap of Rs 4.22 lakh crore 
2953,2022-04-12," adani Electricity shares tips to save energy, money while using AC this summer "
2954,2022-04-12, Gautam adani is now richest billionaire in Asia 
2955,2022-04-12," Gautam adani wealth soars over $100 billion, becomes 6th richest in world "
2956,2022-04-14," Punjab: Moga farmers slam misinformation, say selling wheat to FCI at adani silo "
2957,2022-04-15," Mumbai: Over 5-hour power cut in Juhu, Khar amid sweltering heat "
2958,2022-04-15, Gujarat cos outperform Nifty from March low 
2959,2022-04-18, adani likely to attend biz summit 
2960,2022-04-18, Air India staffers protest govt decision to evict them from staff quarters 
2961,2022-04-19, Explain planned shutdown of Jhajjar plant’s unit: HERC 
2962,2022-04-19," Hillary Clinton, ministers at Times Network Eco Conclave "
2963,2022-04-20," adani-Israel co JV, 13 others vie for drone scheme "
2964,2022-04-20, Kolkata poised for big investments: Ficci head 
2965,2022-04-20, Mumbai airport asks Air India to vacate land not core to its ops 
2966,2022-04-20, Entrepreneurship & skills training to empower women 
2967,2022-04-20," Amid coal crunch, relief for power companies "
2968,2022-04-21," adani means business, vows to invest Rs 10,000 crore over 10 years in West Bengal "
2969,2022-04-21," West Bengal: JSW announces 2 projects, Wipro set to open second unit in Rajarhat "
2970,2022-04-21, British PM Boris Johnson meets industrialist Gautam adani 
2971,2022-04-22," UK PM Boris Johnson-Gautam adani meeting hints at collabs in defence, RE "
2972,2022-04-22," adani Group to acquire India’s largest marine services company Ocean Sparkle for Rs 1,530 crore "
2973,2022-04-22," APSEZ arm acquires marine services provider Ocean Sparkle at enterprise value of Rs 1,700 crore "
2974,2022-04-22, UT power dept to have revenue surplus of Rs 20.54 crore in 2022-23 
2975,2022-04-22," Have spoken to adani Power, will solve problem: Harayna CM Manohar Lal Khattar "
2976,2022-04-22, India to add $25 trillion to economy by 2050: Gautam adani 
2977,2022-04-22," Khattar: Have spoken to adani Power, will solve power problem’ "
2978,2022-04-22, India to add $25tn to economy by ’50: adani 
2979,2022-04-22, UK PM starts tour with Bapu ashram visit and adani meet 
2980,2022-04-22," adani Group acquires Hyderabad-based marine services player Ocean Sparkle for Rs 1,530 crore "
2981,2022-04-22," adani Group acquires Hyderabad-based marine services player Ocean Sparkle for Rs 1,530 crore "
2982,2022-04-23," adani to buy top marine services co for ₹1,530cr "
2983,2022-04-23," Maharashtra units, adani step up to meet power demand "
2984,2022-04-23," adani to buy top marine services co for Rs 1,530cr "
2985,2022-04-23," adani to buy India’s biggest marine services co for Rs 1,530cr "
2986,2022-04-23," Notice to adani refinery over water pollution, depletion "
2987,2022-04-23," adani to buy top marine services co for Rs 1,530cr "
2988,2022-04-23, Alibaug locals against jetty & cement unit 
2989,2022-04-24, Surjewala asks CM about adani power pact 
2990,2022-04-25," Mcap of 8 of top-10 most valued firms tumble Rs 2.21 lakh crore; Infosys, HDFC Bank biggest drag "
2991,2022-04-25, Gautam adani surpasses Warren Buffett to become 5th richest person globally 
2992,2022-04-25," Gautam adani is now world’s 5th richest person, passes Warren Buffet "
2993,2022-04-26, Billionaire adani said in advanced talks for Holcim India units 
2994,2022-04-26," adani 5th richest with $124 billion, overtakes Buffett "
2995,2022-04-26," India could become carbon neutral before its 2070 goal, IRENA chief says "
2996,2022-04-26," Dry forecast, 2,200 MW power shortfall making Haryana sweat "
2997,2022-04-26," Tata Tele, Sanofi India, Bank of India and other stocks in news today "
2998,2022-04-26, adani Wilmar becomes 7th adani Group company to cross Rs 1 lakh crore market capitalisation 
2999,2022-04-27, adani in talks to buy Holcim’s cement ops 
3000,2022-04-27, adani in talks to buy Holcim’s cement ops 
3001,2022-04-27, The way adani works 
3002,2022-04-27, Maharashtra: All 27 state thermal units operational for first time in six decades; MSEDCL says zero load-shedding for six days 
3003,2022-04-27, Govt tells states to step up coal imports for 3 years: Report 
3004,2022-04-27, Navi Mumbai: Airport EIA report suggests scrapping of golf course project in Seawoods 
3005,2022-04-27, Gurugram: Smoke chokes area but no AQI data as station hit by outages 
3006,2022-04-27, Arrangement of 1500 MW additional power in next 10 days: Haryana power minister Ranjit Singh 
3007,2022-04-28," Haryana minister says power shortage to end soon, hints at deal with adani "
3008,2022-04-28," Mumbai peak demand crosses 3,660MW even before May "
3009,2022-04-28, Coal body suggests ‘energy trilemma’ for net zero emissions 
3010,2022-04-29," Mumbai: Power consumption rises to 3,825 MW, crisis on cards "
3011,2022-04-29," IPO round up: Wealth funds of Norway, Singapore and Abu Dhabi to anchor LIC IPO, Campus Activewear subscribed 51.7 times "
3012,2022-04-29," Haryana govt to buy 500MW, regulator frowns on ‘11th-hour’ measures "
3013,2022-04-29, 30-day weed removing drive on at Vellayani lake 
3014,2022-04-29," Supply still short, long outages continue in Gurugram "
3015,2022-04-30, Brace for more outages in Haryana 
3016,2022-04-30, Shell buys $1.6 billion solar co 
3017,2022-05-02," Daily peak power load around 4 pm in Mumbai, reduce use of ACs during this time: Experts "
3018,2022-05-02," Kerala: 9,380 PNG connections provided till March 31 "
3019,2022-05-02," adani Wilmar Q4 profit down 26% to Rs 234 crore; income up 40% to Rs 15,023 crore "
3020,2022-05-02, Haryana sending power to Gujarat: AICC general secretary Randeep Singh Surjewala 
3021,2022-05-03, ‘UP fabricating coal crisis to help pvt firm’ 
3022,2022-05-03," adani Transmission gets nod for Rs 3,850 crore investment by Green Transmission Investment Holding RSC "
3023,2022-05-03," adani Wilmar buys several brands, including 'Kohinoor' to strengthen food business "
3024,2022-05-04, Airport gets EV charging station 
3025,2022-05-04, adani Total Gas Profit up 7% in FY 2022 
3026,2022-05-04, adani Green Energy posts Rs 488 crore net profit in FY22 
3027,2022-05-04, Mumbai Airport raises $750 million from Apollo to refinance exiting debt & new capex 
3028,2022-05-04," adani Green Energy, Kotak Mahindra Bank, Spicejet and other stocks in news today "
3029,2022-05-04, adani Wilmar buys Kohinoor rice brand 
3030,2022-05-04, adani co buys Kohinoor rice brand 
3031,2022-05-05," adani Power net profit surges to Rs 4,645 crore in Q4 "
3032,2022-05-05, adani Total Gas net rises 7% to 510cr 
3033,2022-05-05, adani Transmission net profit declines 4.2% during FY22 
3034,2022-05-05, AGEL posts 488cr net profit in FY22 
3035,2022-05-05," Dabur India, adani Power, Exide and other stocks in news today "
3036,2022-05-06, adani Power net up 357x in Q4 on prior period income 
3037,2022-05-06, adani Powernet up 357xin Q4 on priorperiod income 
3038,2022-05-06, adani Powernet up 357x in Q4 on prior period income 
3039,2022-05-06, Mumbai: adani Electricity disconnects power supply to Siddharth Colony as arrears mount over Rs 102 crore 
3040,2022-05-06," Inflation, war force cos to shrink IPOs "
3041,2022-05-06," No outages now, except in industries: Min "
3042,2022-05-06, HC reserves order on Parsa coal block land acquisition plea 
3043,2022-05-06, adani Power net up 357x in Q4 on prior period income 
3044,2022-05-06," Inflation, war force cos to shrink IPOs "
3045,2022-05-06," Inflation, war force companies to shrink IPOs "
3046,2022-05-08, Visakhapatnam: Cruise tourism raises VPT hopes 
3047,2022-05-09, adani Airport Holdings raised $250 million overseas debt 
3048,2022-05-09, Siddharth colony faces power cut 
3049,2022-05-09," adani Airports raises $250 million for capex, option for another $200 million "
3050,2022-05-09, Mumbai: Central govt’s push to solar energy empowers more to make the switch 
3051,2022-05-09, Projects worth Rs 70k cr set to be launched in UP on June 3 
3052,2022-05-10," NTPC, adani Ports, IndiGO, JSW Group and other stocks in news today "
3053,2022-05-10, adani Airport Holdings raises $250mn for capex 
3054,2022-05-10," JSW, adani set to battle for Holcim's India cement assets: Report "
3055,2022-05-10, adani Airports raises $250mn 
3056,2022-05-11, adani Ports moves HC over JNPA bid 
3057,2022-05-11, adani Ports moves HC over JNPA bid 
3058,2022-05-13," adani Enterprises, Dubaifirm keen to invest in state "
3059,2022-05-15, adani to acquire Holcim India assets for $10.5 bn 
3060,2022-05-15, 84 workers at 42 airports found drunk on duty between Jan 2021-Mar 2022; 64% were drivers: DGCA 
3061,2022-05-15, Big names from India Inc at Uttar Pradesh’s Investors Summit 
3062,2022-05-15, adani nears $10 billion deal for Holcim India business 
3063,2022-05-16, adani Electricity waiting for a serious calamity 
3064,2022-05-16," Slowdown in IPO market: Only 16 IPOs in first quarter of 22 against 23 a year-ago, amount raised down 60% "
3065,2022-05-16," Bharat Forge, ACC Cements, Century Plyboards and other stocks in news today "
3066,2022-05-16, adani to cement Holcim assets’ deal with $10.5bn 
3067,2022-05-16," ACC, Ambuja Cements shares rally after Holcim India deal "
3068,2022-05-16, Holcim to use proceeds from India sale on lower carbon acquisitions 
3069,2022-05-16, Trademark suit: Court rules in favour of adani Group 
3070,2022-05-16, adani inks Holcim deal through offshore SPV 
3071,2022-05-16, adani to become India's No. 2 cement maker with $10.5 billion Holcim deal 
3072,2022-05-16, adani to cement Holcim assets' deal with $10.5 billion 
3073,2022-05-17, Richest Asian is also busiest dealmaker with a $17 billion spree 
3074,2022-05-17," Maharashtra nod to adani for 1,000-MW power line to boost Mumbai supply "
3075,2022-05-17," adani portfolio companies complete Rs 15,400 crore transaction with IHC "
3076,2022-05-18," Gautam adani, Mukesh Ambani reap windfall from surging oil, coal "
3077,2022-05-19," Gautam adani targets health biz, forms arm for segment "
3078,2022-05-19," adani targets health biz, forms arm for segment "
3079,2022-05-19, Haryana buys power at cheaper prices from national grid 
3080,2022-05-19," adani targets health biz, forms arm for segment "
3081,2022-05-20," How Ukraine war added billions to adani, Ambani's wealth "
3082,2022-05-20," Mumbai: adani company takes over Rs 5,000 crore project on RTO land "
3083,2022-05-20, No power shortage in Haryana now: Minister 
3084,2022-05-22, Andhra Pradesh CM YS Jaganmohan Reddy kick-starts Davos tour with strategic discussions and MoUs 
3085,2022-05-22, Karnataka: 10-bed pediatric ICU ventilator ward at Karkala Taluk hospital inaugurated 
3086,2022-05-23, adani Electricity Mumbai Ltd asks its consumers to be vigilant against online frauds 
3087,2022-05-23, Exclusive! Sidharth Malhotra visits girlfriend Kiara Advani as she shoots for ‘Jugjugg Jeeyo’ – watch video 
3088,2022-05-24," adani group to invest Rs 60,000 crore in AP green energy plants "
3089,2022-05-24, How adani is beating Ambani in the billionaire race 
3090,2022-05-24," adani group to invest Rs 60,000 crore in green energy plants in Andhra Pradesh "
3091,2022-05-24," Gautam adani, Karuna Nundy, Khurram Parvez among TIME's '100 most influential people of 2022' "
3092,2022-05-24," adani Ports, Maruti Suzuki, ONGC and other stocks in news today "
3093,2022-05-25, EV & renewable energy push may up India’s copper imports 
3094,2022-05-26," 'Andhra Pradesh in $16 billion pacts involving adani, GIC-backed Greenko' "
3095,2022-05-26, Gautam adani’s food venture is best performing Asia IPO 
3096,2022-05-27," Noida lists projects worth 8,500cr for June 3 ceremony "
3097,2022-05-27," ‘Global cooperation a facade, India needs self-reliance’ "
3098,2022-05-27, Mumbai: adani Electricity steps in; makes streetlights in parts of Malad East functional 
3099,2022-05-27, India asks power producers to seek weekly payments to manage pricey coal imports 
3100,2022-05-27, adani acquires 50% stake in drone major to enter domestic agriculture sector 
3101,2022-05-28, adani arm acquires 50% of B’luru-based drone startup 
3102,2022-05-28, Wife batters man back from Goa trip 
3103,2022-05-28, adani Green commissions country's first wind-solar hybrid power plant in Jaisalmer 
3104,2022-05-28, 70 Kashi women complete threemonths skill development training 
3105,2022-05-28, adani arm acquires 50% of B’luru-based drone startup 
3106,2022-05-29, adani Green arm commissions hybrid power plant 
3107,2022-05-30, Ambani and adani in race to be No. 1 in civilian drones 
3108,2022-05-30," Politician, celebrities among adani Electricity consumers getting fake messages on 'power disconnection' "
3109,2022-05-31, Mumbai power consumers get fake SMS 
3110,2022-05-31, City power consumers get fake SMS 
3111,2022-06-01, What is the MSCI India Index and why it matters 
3112,2022-06-01, Gautam adani shares hit by selloff in wake of MSCI Index review 
3113,2022-06-01, MLA files plaint against gas pipeline contractor 
3114,2022-06-02," PM Modi, Yogi and top business tycoons attend UP’s third groundbreaking event "
3115,2022-06-02, PM Modi to launch over 1400 new projects at UP investors' meet 
3116,2022-06-02, PM Modi to attend UP's third ground breaking ceremony on Friday 
3117,2022-06-03," PM Modi, CM Yogi Adityanath & top biz tycoons at UP’s 3rd groundbreaking event today "
3118,2022-06-03, Yogi building foundation on which UP’s trillion-dollar economy will be built: adani 
3119,2022-06-03," PM Modi to launch over 1,400 new projects worth Rs 80,000cr at investors’ meet today "
3120,2022-06-03, UltraTech to invest Rs 13k cr to boost capacity 
3121,2022-06-03, Navi Mumbai: MNS intervenes to restart feeding of airport dogs 
3122,2022-06-03," Essar Power sells transmission line to adani Transmission for Rs 1,913 crore "
3123,2022-06-03," adani seals deal to acquire Essar’s inter-state transmission project for Rs 1,913 crore "
3124,2022-06-03," adani Group to invest Rs 70,000 crore in Uttar Pradesh "
3125,2022-06-03," Mukesh Ambani regains spot as Asia's richest, surpasses Gautam adani "
3126,2022-06-04, adani buys Essar’s power line biz in central India 
3127,2022-06-04," UP, adani Grp’s MoU for ammo manufacturing unit "
3128,2022-06-04, UP of today will define India of tomorrow: adani 
3129,2022-06-04," UP breaks new business ground with Rs 80,000 crore projects "
3130,2022-06-04, PM Modi launches 80k crore projects at Uttar Pradesh investors’ meet 
3131,2022-06-04," adani buys Essar’s power line biz in central India for Rs 1,913 crore "
3132,2022-06-04, Stalemate over feeding strays at airport site ends 
3133,2022-06-04, Seven new projects to make GB Nagar data centre hub 
3134,2022-06-06, adani Enterprises to set up hyper-scale data centre park at Bengal Silicon Valley: Report 
3135,2022-06-06, adani and GMR buy teams in Ultimate Kho Kho 
3136,2022-06-06," UAE's ILT20 to be held from Jan 6 to Feb 12, 2023; Reliance, KKR, GMR, adani own 4 out of 6 teams "
3137,2022-06-07, 'Uttar Pradesh of today is the India of tomorrow' 
3138,2022-06-07, Can upstart adani dethrone cement king Birla? 
3139,2022-06-07, 51.8 acres in Kolkata tech hub for adani hyperscale data centre 
3140,2022-06-07, Andhra Pradesh ports cross Covid hurdle to post profit 
3141,2022-06-07, adani group to get plot on 99-yr lease 
3142,2022-06-07," adani Enterprises, SBI Cards, NMDC and other stocks in news today "
3143,2022-06-08," UPEIDA, IIT-K tie up for research in defence "
3144,2022-06-08, Suburbs of Mumbai record 175% rise in power theft FIRs; distribution losses cut by over 1% 
3145,2022-06-10, Jharkhand: adani plant in Godda to be partly functional by October 
3146,2022-06-12, M-cap of top five Gujarat companies rises Rs 3.51 lakh crore 
3147,2022-06-13," PM Modi government's ‘cronyism’ has gone global, says Rahul "
3148,2022-06-13, Lanka electricity chief resigns after withdrawing remark on adani Group deal 
3149,2022-06-14, TotalEnergies to acquire 25% stake in AEL arm for green hydrogen business 
3150,2022-06-14, Tall characters and even taller tales: A psychedelic dastan to engage the senses 
3151,2022-06-14, Total to take 25% in adani’s $50 billion green hydrogen game 
3152,2022-06-14, adani & French TotalEnergies tie-up to create ‘world’s largest green hydrogen ecosystem’ 
3153,2022-06-14, Sri Lanka official quits after taking back adani deal remark 
3154,2022-06-14," India Inc inks 190 deals in May, volumes jump over 50% "
3155,2022-06-14, adani's $10.5 billion Holcim acquisition doubles India Inc's deal value in May: Report 
3156,2022-06-15, adani Transmission’s $700 million revolving facility tagged as green loan by Sustainalytics 
3157,2022-06-15, Total to buy 25% in adani’s$50bn green hydrogen biz 
3158,2022-06-15, Total to buy 25% in adani’s $50bn green hydrogen business 
3159,2022-06-15," adani Group fastest in valuation growth at 88%, Mukesh Ambani-led RIL up 13.4%: Report "
3160,2022-06-16," adani mcap soars 88% in six months, RIL up 13%: Report "
3161,2022-06-17, Edible oil companies set to slash prices 
3162,2022-06-18, War of words over power disruption 
3163,2022-06-19," adani, Infosys set to buoy Vizag's IT scene "
3164,2022-06-20," Cipla, adani Wilmur, ICICI Bank and other stocks in news today "
3165,2022-06-20, adani Power acquires infra development firms SPPL and EREPL for over Rs 609 crore 
3166,2022-06-20," At 190, India Inc inked 50% more deals in May "
3167,2022-06-21, Mumbai: Power utility firms on alert to tackle monsoon related crisis 
3168,2022-06-21," adani Enterprises, 10 others keen on bidding for coal import tenders: CIL "
3169,2022-06-23," Gautam adani pledges Rs 60,000 crore for social causes "
3170,2022-06-24, adani commits to give away Rs 60k cr in charity 
3171,2022-06-24," adani commits to give away Rs 60,000 crore in charity "
3172,2022-06-24, adani commits to give away ₹60k cr in charity 
3173,2022-06-27," adani to foray into copper, ties up Rs 6k cr loan for plant "
3174,2022-06-27," adani to foray into copper, ties up Rs 6,000 crore loan for plant "
3175,2022-06-27," Bombay HC finds ""no merit'' in adani Ports challenge to its disqualification by JNPT "
3176,2022-06-28, HC rejects adani plea against JNPT 
3177,2022-06-28, HC rejects adani plea against JNPT 
3178,2022-06-28, Hry to buy less power from adani 
3179,2022-06-29," Maharashtra signs Rs 60,000 crore power MOU with adani Group "
3180,2022-06-30, Mukesh Ambani wants to succeed where Dhirubhai did not 
3181,2022-07-01, Ahmedabad: adani Sportsline to support Indian contingent at Commonwealth Games 
3182,2022-07-01, Ahmedabad: adani Sportsline to support Indian contingent at Commonwealth Games 
3183,2022-07-05," adani lowest bidder in CIL's maiden coal import tender, miner may negotiate price "
3184,2022-07-06," Tata Motors, Biocon, Tata Steel and oother stocks in news today "
3185,2022-07-07, Indonesian company beats adani in CIL coal import tender 
3186,2022-07-08," Surat: At Rs 19,000 crore, Gautum adani to expand Hazira port 6 times "
3187,2022-07-08," adani Group planning to enter telecom spectrum race; to face Ambani's Jio, Mittal's Airtel "
3188,2022-07-09, adani confirms entry into telecom spectrum race; to use 5G spectrum for pvt network 
3189,2022-07-09," adani Group joins 5G race, to take on Reliance Jio and Airtel: 7 key things to know "
3190,2022-07-09," Doubling fuel efficiency: ‘Aircraft of future will have open engines with large fan blades,’ says Safran CEO "
3191,2022-07-09," Green Hydrogen: What is green hydrogen, why Reliance and adani Group are investing in it, and other queries "
3192,2022-07-10," Ahmedabad: New-age homes for senior citizens, class act for students! "
3193,2022-07-10," adani Group joins 5G race, but ‘only to cater to in-house needs’ "
3194,2022-07-10, Ambani vs adani at 5G auction but no direct market clash yet 
3195,2022-07-10, adanis in the fray for 5G spectrum 
3196,2022-07-12," adani Data Networks, Jio, Airtel, Vodafone Idea to bid for spectrum "
3197,2022-07-12," Gas supply hit in Shela, Bopal "
3198,2022-07-13, adani’s entry in 5G may heat up bidding race 
3199,2022-07-13," Market Watch July 13,2022: Check which stocks gave highest returns "
3200,2022-07-13," Andy Flower named head coach of Gulf Giants, adani’s franchise in UAE league "
3201,2022-07-14," adani Ports, Israel's Gadot win tender to buy Haifa port: Report "
3202,2022-07-14, Can adani repeat the decade-old Ambani telecom trick? 
3203,2022-07-15, adani Group-led JV wins bid to privatise Israel’s Haifa Port for $1.8 billion 
3204,2022-07-15, adani Ports to boost trade lanes with joint Haifa Port acquisition 
3205,2022-07-15, NGT imposes Rs 5 crore green compensation on 5 oil companies 
3206,2022-07-16, CM YS Jagan Mohan Reddy to lay stone for Ramayapatnam port on July 20 
3207,2022-07-16, US IT firm opens hub in Sector V 
3208,2022-07-16," APSEZ, Gadot win tender to privatise Israel’s Haifa Port "
3209,2022-07-18," 5G auction: Jio submits earnest money of Rs 14,000 crore to DoT; adani Group deposits Rs 100 crore "
3210,2022-07-18, Edible oil prices set to fall further next month 
3211,2022-07-19," 5G spectrum: Jio tops with Rs 14,000 crore deposit "
3212,2022-07-19," Indian Oil, HUL, adani Wilmar and other stocks in news today "
3213,2022-07-20, Gautam adani overtakes Bill Gates to become 4th richest in world 
3214,2022-07-21, Sanjeev Kumar molded himself into whichever role he was playing: Gautam adani 
3215,2022-07-21, adani Capital to finance Ashok Leyland commercial vehicles: Details 
3216,2022-07-21, Patna: Centre draws flak over GST on packaged food products 
3217,2022-07-21, Raids on 2 units reveal power thefts worth Rs 50 lakh in Mumbai 
3218,2022-07-22," adani world’s 4th richest with $116 billion, beats Gates "
3219,2022-07-22, Airtel to be at forefront of bringing 5G connectivity to India: Sunil Mittal 
3220,2022-07-22," IIM-Ahmedabad placements: IT loses top spot, salary up by 21% "
3221,2022-07-22, Chennai: Ashok Leyland ties up with adani Capital 
3222,2022-07-22, Gautam adani overtakes Bill Gates to become world’s fourth-richest person 
3223,2022-07-22," Mumbai: 1,000MW more electricity with new link deal "
3224,2022-07-26," 5G spectrum auction: Rs 1.45 lakh crore bids by Jio, Airtel, others on day 1 "
3225,2022-07-26, adani says never slowed investments; $70 billion to turn India to clean energy exporter 
3226,2022-07-26," Gujarat: Regulatory committee keeps medical, dental fees unchanged "
3227,2022-07-27, Green nod for adani Group to operate 2 quarries in dist 
3228,2022-07-27, AIPEF seeks withdrawal of coal import instructions; raise question over instructions when there was no coal shortage 
3229,2022-07-27, 5G spectrum sales net record Rs 1.45 lakh crore on Day 1 
3230,2022-07-27, ‘adani Group’s $70 billion investment to facilitate India’s green energy transition’ 
3231,2022-07-29," adani Capital plans IPO worth Rs 1,500 crore as soon as 2024 "
3232,2022-07-30, 5G spectrum sale nears Rs 1.50 lakh crore mark on Day 5; bidding to resume on Sunday 
3233,2022-08-01, Why a big adani vs Ambani battle may be brewing 
3234,2022-08-01, Asia’s richest men prep for battle as Gautam adani enters Mukesh Ambani’s turf 
3235,2022-08-01, Mumbai: adani Electricity team goes out of the way to help ailing person 
3236,2022-08-01," 5G auction ends on Day 7: Total bids recieved, who bought what, biggest bidder and more "
3237,2022-08-02, adani Green Energy Q1 cash profit surges 48% to Rs 680 crore 
3238,2022-08-02, Thane: Power co officials go out of their way to help ailing monk 
3239,2022-08-02, Power co officials go out of their way to help ailing monk 
3240,2022-08-02, adani Group makes foray into industrial 5G segment 
3241,2022-08-03," Zomato, ITC, adani Wilmar and other stocks in news today "
3242,2022-08-03, GST move on unbranded food due to misuse: Finance minister 
3243,2022-08-03, Ahmedabad: Announcements to cease at Sardar Vallabhbhai Patel International airport 
3244,2022-08-03, AGEL posts 48% rise in Q1 cash profit 
3245,2022-08-03, Mumbai: Yet another offence of electricity theft against Siddhart Nagar residents 
3246,2022-08-03," Zomato, ITC, adani Wilmar and other stocks in news today "
3247,2022-08-03, adani Wilmar Q1 net profit up 10% to Rs 193.59 crore 
3248,2022-08-03," adani Power Q1 net profit jumps 16 times to Rs 4,780 crore "
3249,2022-08-03, Hybrid power plant of Rajasthan supplies green power to Mumbai 
3250,2022-08-03," Ahmedabad: adani increases CNG, PNG prices "
3251,2022-08-04, Ashok Leyland launches 250hp 4V engine for its modular truck range 
3252,2022-08-04, adani Total Gas reports flat net profit for Q1 
3253,2022-08-04, adani Wilmar logs 194cr profit in Q1 
3254,2022-08-04, adani Transmission reports Q1 PAT of Rs 168 crore 
3255,2022-08-04, adani Enterprises profit rises 76% to Rs 469 crore in June quarter 
3256,2022-08-04, adani inks pact with Israel Innovation Authority to develop tech solutions 
3257,2022-08-04, ATL reports 61% decline in Q1 net 
3258,2022-08-04, APSEZ collaborates with AD Ports Group for infra investments in Tanzania 
3259,2022-08-04, adani Enterprises signs pact with Israel Innovation Authority 
3260,2022-08-04, adani Power shares gain 3 per cent on strong Q1 results 
3261,2022-08-04," adani Power registers 16x jump in Q1 net at 4,780cr "
3262,2022-08-04," adani Group to acquire Macquarie Asia's toll road portfolio in Andhra Pradesh, Gujarat for Rs 3,110 crore "
3263,2022-08-04, Post-auction spectrum harmonisation process done; allocation by August 12: Telecom minister 
3264,2022-08-05, adani Group inks pact with Israel Innovation Authority 
3265,2022-08-05, APSEZ signs MoU with AD Ports Group 
3266,2022-08-05," adani buys Macquarie’s toll roads for ₹3,110 crore "
3267,2022-08-05," adani buys Macquarie’s toll roads for Rs 3,110 crore "
3268,2022-08-05," M&M, Nykaa, Titan and other stocks in news today "
3269,2022-08-06, Mumbai: Power companies focus on skilled staff for e-vehicles and solar infrastructure 
3270,2022-08-08," adani Ports Q1 net profit drops 17% to Rs 1,091.56 crore "
3271,2022-08-08, APSEZ clocks record cargo volumes in Q1; net profit down 17% 
3272,2022-08-09, APSEZ clocks record cargo volumes in Q1 
3273,2022-08-11," Odisha: adani Group to set up Rs 41,000-crore alumina refinery in Kashipur "
3274,2022-08-11, Gautam adani plans $5.2 billion alumina mill in growing metal ambitions 
3275,2022-08-11," adani Group to invest Rs 41,000 crore to set up alumina refinery in Odisha’s Kashipur "
3276,2022-08-12," adani Group to invest Rs 57,575 crore in Odisha for two projects "
3277,2022-08-12," adani will invest 57,575cr in two projects in Odisha "
3278,2022-08-12, Jharkhand: 350 Godda women stitch over 1 lakh Tricolours 
3279,2022-08-14," adani, Anil Agarwal lead India Inc in paying tributes to Rakesh Jhunjhunwala "
3280,2022-08-16, APSEZ’s logistics arm acquires ICD Tumb in Vapi for Rs 835 crore 
